Song Title|Voicing|Arranger
Fireflies|SATB|E.C. Schirmer Publishing
Firefly|SSAA|Nancy Bergman
Firefly|TTBB|Barbershop Harmony Society
Firefly|TTBB|Jon Nicholas
Firefly|TTBB|Unspecified
Firefly / Glow Worm Medley|TTBB|Don Gray
Firework|SSAA|Carole Prietto
Firework|SSAA|Hari Birtles
Fit As A Fiddle|SSAA|Arline Cardoso
Fit As A Fiddle|SSAA|Brian Beck
Fit As A Fiddle|SSAA|Clay Hine
Fit As A Fiddle|SSAA|David Wright
Fit As A Fiddle|TTBB|Clay Hine
Fit As A Fiddle|TTBB|David Wright
Fit As A Fiddle/The Bells Are Ringing (Medley)|SSAA|Clay Hine
Five Foot Two|SATB|Clay Hine
Five Foot Two|TTBB|Clay Hine
Five Foot Two (Parody)|TTBB|Joe Liles
Five Minutes More|SSAA|Doris Twardosky
Five Minutes More|SSAA|Tom Gentry
Five Minutes More|TTBB|Jon Nicholas
Five Minutes More|TTBB|Tom Gentry
Five Minutes More / It All Depends on You|SSAA|Doris Twardosky / D.Dolan
Five Pennies Medley|TTBB|Jeremey Johnson
Fixing A Hole|TTBB|Jon Nicholas
Flag Waver Medley|SSAA|Nancy Bergman
Flamin' Agnes|TTBB|Bryan Ziegler
Flashdance (What A Feeling)|SSAA|D Keretz
Flim Flam Man|SSAA|Frank Marzocco
Flirty Eyes|SSAA|Marcia Hill/Nancy Bergman
Flirty Eyes|SSAA|Nancy Bergman
Flirty Eyes|SSAA|Nancy Bergman/Marcia Hill
Flirty Eyes|TTBB|Tony Nasto
Floatin' Down The River Medley|TTBB|Ed Waesche
Floatin' Down to Cotton Town|SSAA|David Wright
Floatin' Down to Cotton Town|SSAA|Renee Craig
Floatin' Down to Cotton Town|TTBB|Rob Campbell
Flowers On The Wall|TTBB|Tom Gentry
Fly Me to the Moon|SSAA|Mo Field
Fly Me to the Moon|SSAA|Zona Snyder
Fly Me To The Moon|SSAA|Aaron Dale
Fly Me To The Moon|TTBB|Aaron Dale
Fly To Heaven Medley: I'll Fly Away, I Surrender All, Down In The River To Pray, When We All Get to Heaven|TTBB|David Harrington
Flyin' High Medley|SSAA|June Dale
Flying High Medley|SSAA|June Dale
Flying Sinatra Medley|SSAA|Roger Payne
Flying Sinatra Medley|TTBB|Roger Payne
Flying Sinatra Medley|TTBB|Roger Payne, Ed Waesche
Follow Me|TTBB|Johan Wikstrom
Follow Me|TTBB|Kohl Kitzmiller
Follow The Drinking Gourd|SSAA|Bob Jones
Follow The Flag|TTBB|Doug Nichol
Follow The Fold|SATB|Don Gray
Follow Your Star|TTBB|Douglas E. Wagner
Fools Rush In|TTBB|Joe Johnson
Football Medley|SSAA|Tom Gentry
Footloose|SSAA|Brian Beck
Footloose|TTBB|Aaron Dale
For All We Know|SSAA|Avis Fellows
For All We Know|SSAA|Clay Hine
For All We Know|SSAA|Dave Briner
For All We Know|SSAA|June Dale
For All We Know|SSAA|Renee Craig
For All We Know|TTBB|Lou Perry
For Good|SSAA|Carole Prietto
For Good|SSAA|Carolyn Healey
For Good|SSAA|June Berg
For Good|SSAA|Lynnell Diamond
For Good|SSAA|Tom Gentry
For Good|TTBB|Aaron Dale
For Good|TTBB|Steven Armstrong
For Lovin' Me|TTBB|Roy Keys
For Once in My Life|SSAA|Joni Bescos
For Once In My Life|TTBB|John Hohl
For Once In My Life|TTBB|Tom Gentry
For Sale, One Broken Heart|TTBB|Val Hicks
For Sentimental Reasons|SSAA|Jim Arns
For the Longest Time|SSAA|Lorraine Rochefort
For the Longest Time|SSAA|Tom Gentry
For the Longest Time|TTBB|Roger Emerson
For the Sake of Auld Lang Syne|SSAA|Joni Bescos
For the Sake of Auld Lang Syne|SSAA|Renee Craig
For The Sake of Auld Lang Syne|TTBB|Ed Waesche
For The Sake Of Auld Lang Syne|TTBB|Jim Clancy
For The Sake Of Auld Lang Syne|TTBB|John Hohl, Ed Waesche
Forest Lawn|SSAA|Bev Sellers
Forever and a Day|TTBB|Tom Gentry
Forever and Ever, Amen|TTBB|Kevin Keller
Forever Young|SSAA|Tedda Lippincott
Forgive Me|SSAA|Tom Gentil
Forgive Me|TTBB|Earl Moon
Forgive Me (Parody)|TTBB|Unspecified
Forties Tune|SSAA|Joe Liles
Fortune In Dreams|TTBB|Earl Moon
Fortuosity|TTBB|Russ Foris
Forty Second Street|SSAA|Dot Calvin
Forty Second Street|TTBB|Greg Volk
Four Leaf Clover|TTBB|Barbershop Harmony Society
Four Leaf Clover/Yes Sir Medley|SSAA|Joe Spiecker
Four Seasons Medley|TTBB|Tom Gentry
Freddie Feelgood|SSAA|Jay Giallombardo
Freddie Feelgood [And His Funky Little Four Piece Band](Dave Br|TTBB|Dave Briner
Free Fallin'|TTBB|Aaron Dale
Friend Like Me|SSAA|Carolyn Schmidt
Friend Like Me|TTBB|David Wright
Friends|SSAA|David Wright
Friends|SSAA|Tedda Lippincott
Friends|TTBB|David Wright
Friends Medley|SSAA|David Wright
Friendship|SSAA|Jean Shook
Frim Fram Sauce|SSAA|Betty Grant
Frog Kissin'|SSAA|Marie Johnson
Frog Kissin'|SSAA|Nancy Bergman
Frog Kissin'|TTBB|Bob Jones
Frog Kissin'|TTBB|Bob Jones, John Hohl
Frog Kissin' (YWIH)|SSAA|Marie Johnson
From A Distance|SSAA|Lorraine Rochefort
From A Distance|SSAA|Tedda Lippincott
From A Distance (SSAA)|SSAA|Mac Huff
From the First Hello|TTBB|Lou Perry
From The First Hello|TTBB|Ed Waesche
From the First Hello to the Last Goodbye|SSAA|Jim Arns
From The First Hello To The Last Goodbye|TTBB|Lou Perry
From the Sniff Hello|SSAA|Lou Perry
From This Moment On|TTBB|John Hohl
Frosty / Santa Medley|TTBB|Roger Payne
Frosty the Snowman|SSAA|Carolyn Schmidt
Frosty the Snowman|SSAA|Donna Shorkey
Frosty the Snowman|SSAA|Sandy Sharpe
Frosty the Snowman|TTBB|Rob Campbell
Frosty The Snowman|TTBB|Aaron Dale
Fun Fun Fun|TTBB|Aaron Dale
Fun In Just One Lifetime|SATB|Joe Liles
Fun In Just One Lifetime|SSAA|Joe Liles
Fun In Just One Lifetime|TTBB|Joe Liles
Funky Rudolph|SSAA|Ann Minihane
Gaither Vocal Band Medley|SSAA|Steve Tramack
Gary, Indiana|TTBB|Walter Latzko
Gee I'm Glad It's Raining|TTBB|Jeremey Johnson
Gee, But It's Good To Be Here|SSAA|Joey Minshall
Gee, I Wish I Was Back In The Army|SSAA|Tom Gentry
Gee, I Wish I Was Back In The Army|TTBB|Tom Gentry
George M. Cohan Medley|SSAA|Nancy Bergman
George M. Cohan Medley|TTBB|Paul Engel
George M. Cohan Medley|TTBB|Val Hicks
George M. Cohan Medley|TTBB|Val Hicks/Greg Lyne
Georgia Camp Meeting|SSAA|Larry Wright
Georgia Lullaby|SSAA|Joey Minshall
Georgia May|SSAA|Aaron Dale
Georgia May|TTBB|Aaron Dale
Georgia on my Mind|SSAA|Brian Beck
Georgia on My Mind|SSAA|Steve Jamison
Georgia on My Mind|TTBB|Steve Jamison
Georgia On My Mind|SSAA|Jim Massey
Georgia On My Mind|SSAA|Joni Bescos
Georgia On My Mind|SSAA|Mary Coffman
Georgia On My Mind|SSAA|Susan Lamb
Georgia On My Mind|TTBB|David Harrington
Georgia On My Mind|TTBB|Jim Clancy
Geronimo|SSAA|Thomas J. West
Gershwin Love Song Medley|TTBB|Jay Giallombardo
Gershwin Montage|TTBB|Jay Giallombardo
Gesu Bambino|SATB|Joe Liles
Gesu Bambino|SSAA|Jarmela Speta
Gesu Bambino|SSAA|Joe Liles
Get Happy|SSAA|Ann Minihane
Get Happy|SSAA|Nancy Bergman
Get Happy|TTBB|Ann Minihane
Get Happy|TTBB|Kevin Keller
Get Me to the Church on Time|SSAA|Nancy Bergman
Get Me to the Church on Time|SSAA|Tom Gentry
Get Me To the Church on Time|SSAA|Carolyn Schmidt
Get Me To The Church On Time|SSAA|Aaron Dale
Get Me To The Church On Time|TTBB|Don Gray
Get Me To The Church On Time|TTBB|Jay Giallombardo
Get Me To The Church On Time|TTBB|Tom Gentry
Get Me To The Church On Time Medley|TTBB|David Wright
Get Out And Get Under The Moon|TTBB|Ed Waesche
Get Out And Shop|SSAA|Nancy Bergman
Get Out Those Old Records|SSAA|Walter Latzko
Get Out Those Old Records|TTBB|HEP
Get Ready|SSAA|Kevin McMahon
Get Your Happy Days On! Medley|TTBB|Aaron Dale
Getting to Know You|SSAA|Brent Graham
Getting to Know You|SSAA|Tedda Lippincott
Ghost Riders|TTBB|Unspecified
Ghost Riders in the Sky|TTBB|Unspecified
Ghost Riders In the Sky|TTBB|Larry Wright
Gimme A Man After Midnite|SSAA|Ase Hagerman
Gimme Gimme Gimme (Abba)|SSAA|Alison Jack
Gimme! Gimme! Gimme! (A Man After Midnight)|SSAA|Ase Hagerman
Girl of My Dreams|TTBB|Jay Giallombardo
Girl Of My Dreams|TTBB|Barbershop Harmony Society
Girl Of My Dreams|TTBB|Roy Keys
Girls Just Wanna Have Fun|SSAA|Carolyn Schmidt
Girls Medley|TTBB|Ed Waesche
Girls Night Out|SSAA|Brian Beck
Girls Night Out|SSAA|Moses Hogan
Give 'Em A Show They'll Never Forget|SSAA|Lynnell Diamond
Give A Little Whistle|TTBB|Joe Liles
Give Em A Show They'll Never Forget|SSAA|Lynnell Diamond
Give Me a Barbershop Song|SSAA|Roy Dawson and Steve Hall
Give Me A Barbershop Song|TTBB|Roy Dawson
Give Me A Barbershop Song|TTBB|Steve Hall
Give Me a Night in June|TTBB|Mark Hale
Give Me That Barbershop Style|TTBB|Dave Stevens
Give Me That Smile|TTBB|Adam Scott
Give Me the Simple Life|TTBB|Liz Garnett
Give Me the Simple Life|TTBB|Walter Latzko
Give Me The Simple Life|TTBB|Aaron Dale
Give Me Your Tired, Your Poor|TTBB|Barbershop Harmony Society
Give My Regards To Broadway|SSAA|Betty Owens
Give My Regards To Broadway|TTBB|Al Baker, Steve Tramack
Give My Regards To Broadway|TTBB|Jay Giallombardo
Give My Regards to Broadway Medley|SSAA|Nancy Bergman
Glad Rag Doll|TTBB|Dennis Driscoll
Glenn Miller Medley|TTBB|Dick Rode
Glenn Miller Medley|TTBB|Unspecified
Glitter in the Air|SSAA|Joey Minshall
Gloria|TTBB|David Wright
Glow Worm / Cab Driver Medley|TTBB|Waesche/Martinez
Go Away Little Girl|TTBB|Unspecified
Go Down Moses|TTBB|David Wright
Go Down, Mose|TTBB|Moses Hogan
Go Home, Little Girl, Go Home|SSAA|Marie Johnson
Go Tell It On the Mountain|SSAA|Joe Liles
Go Tell It On The Mountain|SSAA|Judy Vidal
Go Tell It On The Mountain|SSAA|June Berg
Go Tell It On The Mountain|TTBB|David Wright
Go Tell It On The Mountain|TTBB|Joe Johnson
Go Tell It On The Mountain|TTBB|Joe Liles
Go Tell It On The Mountain|TTBB|Jon Nicholas
Go Tell It On The Mountain|TTBB|Roger Payne
Go the Distance|SSAA|Aaron Dale
Go the Distance|SSAA|Joey Minshall
Go The Distance|TTBB|Aaron Dale
Go The Distance (Disney)|SSAA|Aaron Dale
God Be In My Head|TTBB|John Rutter
God Be With You Till We Meet Again|TTBB|Joe Johnson
God Bless America|SATB|Derric Johnson
God Bless America|SSAA|Jarmela Speta
God Bless America|SSAA|Nancy Bergman
God Bless America|SSAA|Renee Craig/Nancy Bergman
God Bless America|TTBB|Greg Lyne
God Bless America|TTBB|Jon Nicholas
God Bless America Greg Lyne|TTBB|Unspecified
God Bless The Child|TTBB|Tom Gentry
God Bless the U.S.A. Medley|SSAA|Jarmela Speta
God Bless the USA|SSAA|Brian Beck
God Bless the USA|SSAA|Charlene Yazurlo
God Bless the USA|SSAA|Tedda Lippincott
God Bless The USA|SSAA|Carolyn Healey
God Bless The USA|TTBB|Brian Beck
God Only Knows|SATB|A Mighty Wind
God Only Knows|SSAA|Deke Sharon
God Only Knows|TTBB|Clive Chase
God Only Knows|TTBB|David Wright
God Rest Ye Merry Gentlemen|SSAA|Renee Craig
God Rest Ye Merry Gentlemen|TTBB|Barbershop Harmony Society
God Rest Ye Merry Gentlemen|TTBB|Greg Volk
God Rest Ye Merry, Gentlemen|SSAA|Renee Craig
God Rest Ye Merry, Gentlemen|TTBB|Barbershop Harmony Society
God Rest Ye Merry, Gentlemen|TTBB|Greg Volk
God's Healing Love|SSAA|Diane Clark
Goin' Home|TTBB|Joe Liles
Going Away|SSAA|Russ Foris
Going, Going, Gone Medley|SSAA|Sylvia Alsbury
Gold|SSAA|Joe Liles
Gold|TTBB|Jay Giallombardo
Golden Dreams|TTBB|Phil Ordaz
Gone|SSAA|Nancy Bergman
Gone|TTBB|Ed Waesche
Gonna Build A Mountain|SSAA|A. Nightingale
Gonna Build A Mountain|SSAA|Aileen Nightingale
Gonna Build A Mountain|TTBB|Ed Waesche
Gonna Get Along Without You Now|SSAA|Nancy Bergman
Gonna Rise Up Singin'|TTBB|Ray Danley
Good Day Sunshine|TTBB|Tony Nasto
Good Day-Wonderful Day Medley|TTBB|Jay Giallombardo
Good Enough for Now|SSAA|Tom Gentry
Good Enough For Now|SSAA|Hasty-Lapp
Good Enough For Now|TTBB|Tom Gentry
Good Luck Charm|SSAA|Aaron Dale
Good Luck Charm|TTBB|Aaron Dale
Good Morning Starshine|SSAA|Lorraine Rochefort
Good News!|TTBB|Jay Althouse
Good Night Ladies|TTBB|Barbershop Harmony Society
Good Night My Someone|TTBB|Walter Latzko
Good Ol' A Cappella|TTBB|Linda Reed
Good Old A Capella|SSAA|Chris Moyer
Good Old A Capella|SSAA|David Wright
Good Old A Cappella|SSAA|David Wright
Good Old A Cappella|TTBB|David Wright
Good Old Acapella|SSAA|Tedda Lippincott
Good Old Acappella|SSAA|Chris Moyer
Good Ole Barbershop Style|SSAA|Jo Lund
Good Vibrations|SSAA|Elaine Gain
Good Vibrations|TTBB|David Wright
Good-bye My Lady Love|TTBB|Renee Craig, Joe Liles
Goodbye Cruel World|SSAA|June Berg
Goodbye Dixie Goodbye/Going Back To Caroline Medley|TTBB|Chris Slacke
Goodbye Dixie, Goodbye|TTBB|Aaron Dale
Goodbye Dixie, Goodbye|TTBB|Gary Parker
Goodbye Means the End of My World|SSAA|Joe Liles
Goodbye Means The End Of My World|TTBB|Joe Liles
Goodbye Medley|SSAA|Mary Coffman
Goodbye Medley|SSAA|Tom Gentry
Goodbye My Goodtime Friend|SSAA|Sylvia Alsbury
Goodbye World Goodbye|SSAA|Dave Briner
Goodbye World Goodbye|SSAA|David Wright
Goodbye World Goodbye|TTBB|David Wright
Goodbye World Goodbye|TTBB|Jay Giallombardo
Goodbye World, Goodbye|SSAA|David Wright
Goodbye Yellow Brick Road|TTBB|Joe Johnson
Goodbye, You Phony Lyin' Baby|SSAA|Nancy Bergman
Goodnight Little Soldier|SSAA|Shook, Breidert and Twaredosky
Goodnight My Angel|TTBB|David Wright
Goodnight My Someone|TTBB|SK Grundy
Goodnight Sweetheart|SSAA|June Berg
Goodnight Sweetheart Goodnight|SSAA|Becky Wilkins
Goodnight Sweetheart, Goodnight|TTBB|Mel Knight
Goodnight, Saigon|TTBB|Tom Gentry
Goodnight, Sweetheart, Goodnight|SSAA|Tom Gentry
Goodtime Barbershop and Variety Show|SSAA|Nancy Bergman
Goodtime Strutter's Ball|SSAA|Nancy Bergman
Goody Goodbye|SSAA|George Avener
Goody Goody|SSAA|Joni Bescos
Goody Goody|SSAA|Nancy Bergman
Goody Goody|TTBB|Rob Hopkins
Goody Goody (version 2)|TTBB|Rob Hopkins
Gospel Medley|SSAA|Ed Waesche
Gospel Medley|SSAA|Jay Giallombardo
Gospel Medley|TTBB|Bluegrass Student Union
Gospel Medley|TTBB|Ed Waesche
Got My Thumb Out|TTBB|Joe Liles
Gotta Be On My Way|SSAA|Mike Senter
Gotta Lot Of Rhythm In My Soul|SSAA|Kevin Keller
Gotta Lot Of Rhythm In My Soul|TTBB|Kevin Keller
Graduation Day|SATB|EdLojeski
Grand Old Flag This Is My Country Medley|SSAA|Judy Vidal
Grandma Got Run Over By A Reindeer|TTBB|Jon Nicholas
Grandma's Feather Bed|SSAA|Joni Bescos
Grandma's Feather Bed|TTBB|Tom Gentry
Grandma's Feather Bed (YWIH)|SSAA|Joni Bescos
Grandmother's Love Letters|SSAA|Lois Whitney
Grapefruit Diet|SSAA|Dave Briner
Grease Medley|SSAA|Linda Masterson
Great Balls of Fire|SSAA|Larry Wright
Great Day|SSAA|David Harrington
Great Day|SSAA|David Wright
Great Day|SSAA|Larry Wright
Great Day|SSAA|Nancy Bergman
Great Day|TTBB|David Harrington
Great Day Medley|SSAA|Larry Wright
Great Race|SSAA|Joni Bescos
Greatest Day|SSAA|Rosalind Johnson
Greatest Love of All|SSAA|Jo Lund
Grim Grinning Ghosts|TTBB|Kyle Williamson
Grow Old With Me|TTBB|Aaron Dale
Grow Old With You|TTBB|Aaron Dale
Growin' Old|TTBB|Unspecified
Grown Up Christmas List|SSAA|Brian Beck
Grown-Up Christmas List|SATB|Tom Gentry
Grown-Up Christmas List|SSAA|Jean Crockett Kane
GTO|TTBB|Jon Nicholas
Guess Who I Saw Today|SSAA|Joey Minshall
Guys and Dolls|TTBB|Theo Hicks
Guys And Dolls|SATB|Don Gray
Gypsy Love Song|TTBB|Jay Giallombardo
Gypsy Medley|SSAA|Lorraine Rochefort
Hakuna Matata|TTBB|David Wright
Hakunah Matata|SSAA|Lorraine Rochefort
Hakunah Matatah|SSAA|Lorraine Rochefort
Hallelujah|SSAA|Deke Sharon
Hallelujah|SSAA|Elaine Gain
Hallelujah|SSAA|Jordan Travis
Hallelujah|SSAA|Linda Corcoran
Hallelujah|SSAA|Tedda Lippincott
Hallelujah|TTBB|Brent Graham
Hallelujah|TTBB|Jay Giallombardo
Hallelujah|TTBB|Jim Clancy
Hallelujah|TTBB|Jordan Travis
Hallelujah|TTBB|Mark Hale
Hallelujah (Gain)|SSAA|Elaine Gain
Hallelujah (Sharon)|SSAA|Deke Sharon
Hallelujah Chorus|SATB|George Frideric Handel
Hallelujah Chorus|TTBB|David Wright
Hallelujah Chorus (Parody)|SSAA|Jim Arns
Halloween Medley|SSAA|M. Penketh
Halls of Ivy|TTBB|Jay Giallombardo
Handful Of Keys|SSAA|David Wright
Handful Of Keys|TTBB|Walter Latzko
Hang On The Bell, Nellie|TTBB|Barbershop Harmony Society
Hang With Me|SSAA|Henrik Rosenberg
Hannuka Medley|TTBB|James Shubert
Hanukah Medley|SSAA|Lorraine Rochefort
Hanukkah In Santa Monica|TTBB|John Hohl
Hanukkah Medley|SSAA|Jim Arns
Hanukkah Medley|TTBB|Jim Arns
Hanukkah, Songs For|SSAA|Anna Maria Parker
Happy|SSAA|Adam Scott
Happy|SSAA|Elaine Gain
Happy|SSAA|Larry Wright
Happy|SSAA|Mo Field
Happy|TTBB|Adam Scott
Happy (Pharrell Williams)|SSAA|Elaine Gain
Happy (Wright)|SSAA|Nick Wright
Happy Birthday|SSAA|David Harrington
Happy Birthday|SSAA|Larry Wright
Happy Birthday|SSAA|Nancy Bergman/Renee Craig
Happy Birthday|SSAA|Traditional
Happy Birthday|TTBB|David Harrington
Happy Birthday|TTBB|Not Specified
Happy Birthday Baby|TTBB|Aaron Dale
Happy Birthday Doo Wop|SSAA|Joey Minshall
Happy Birthday To You|SATB|Peter Nugent
Happy Birthday To You|TTBB|Jon Nicholas
Happy Days and Lonely Nights|SSAA|Carolyn Healey
Happy Days And Lonely Nights|TTBB|Earl Moon
Happy Days are Here Again|SSAA|Jim Arns
Happy Days are Here Again|TTBB|Bob Robson
Happy Days Are Here Again|TTBB|John Hohl
Happy Days Are Here Again|TTBB|Walter Latzko
Happy Days Lonely Nights|SSAA|Pam Basinski
Happy Days Theme|TTBB|J. Matisoft and J. Redgate
Happy Feet Medley|TTBB|Ed Waesche
Happy Hanukkah My Friend|SSAA|Nancy Bergman
Happy Holiday|SSAA|Cheryl Suhr
Happy Holiday/It's The Holiday Season Medley|SSAA|Mark Hale
Happy Holidays/It's The Holiday Season|SSAA|Mark Hale
Happy Holidays/It's The Holiday Season|TTBB|Mark Hale
Happy Together|SSAA|Carolyn Schmidt
Happy Together|SSAA|David Wright
Happy Together|SSAA|Krista Carlson/David Wright
Happy Together|SSAA|Liz Garnett
Happy Together|SSAA|Marie Hampton
Happy Together|TTBB|Chris Arnold
Happy Together|TTBB|David Wright
Happy Together|TTBB|Krista Carlson, David Wright
Happy Together|TTBB|Liz Garnett
Happy Together|TTBB|Nylons
Happy Trails|TTBB|Jon Nicholas
Happy Trails|TTBB|Ron Bergenstock
Happy Trails|TTBB|Tom Gentry
Happy Trails (4 Part Mens, 2 Part Womens)|SATB|Steve Delehanty
Happy Trails To You/Route 66 Medley|TTBB|Brent Graham
Happy Xmas War Is Over (Give Peace A Chance)|SSAA|Lynnell Diamond
Harbor Lights|SSAA|Mary Coffman
Harbour Lights|TTBB|Chris MacMartin
Hard Hearted Hanna|TTBB|Clay Hine
Hard Hearted Hannah|SSAA|Betty Oliver
Hard Hearted Hannah|TTBB|Jeff Taylor
Hard Hearted Hannah|TTBB|Val Hicks
Hard Times Come Again No More|TTBB|Patrick Rose
Hard Times, Come Again No More|TTBB|David Wright
Hard-Hearted Hannah|SSAA|Lorraine Rochefort
Hard-Hearted Hannah|SSAA|Marge Bailey
Hard-Hearted Hannah|SSAA|Michael Gellert
Hark The Angels Sing Gloria|SSAA|Judy Vidal Renee Craig
Hark the Herald Angels Sing|TTBB|Barbershop Harmony Society
Hark The Herald Angels Sing|SSAA|Renee Craig
Hark The Herald Angels Sing|TTBB|David Harrington
Hark! The Herald Angels Sing|TTBB|Barbershop Harmony Society
Harley Davidson Medley|SSAA|Gene Cokeroft
Harmonize the World|SSAA|Nancy Bergman
Harmony|SATB|Doug Miller
Harmony|SSAA|David Wright
Harmony|SSAA|Susan Lamb
Harmony|TTBB|David Wright
Harmony Joe|TTBB|Joe Johnson
Harmony Leads the Way|SSAA|Joe Liles
Harmony Leads The Way|TTBB|Joe Liles
Harmony Rag|TTBB|Mel Knight
Have a Holly Jolly Christmas|SSAA|Sandy Sharpe
Have A Little Talk With Myself|SSAA|Aileen Nightingale
Have A Little Talk With Myself|TTBB|Gary Parker
Have a Nice Day|SSAA|Beth Rothwell
Have A Nice Day|TTBB|Tom Gentry
Have I Stayed Too Long At The Fair|SSAA|Renee Craig
Have I Told You Lately That I Love You?|SSAA|Henrik Rosenberg
Have you Ever Been Lonely|SSAA|Aileen Nightingale
Have You Ever Been Lonely|TTBB|Unspecified
Have you Ever Heard the Swanee River Cry|SSAA|Dot Calvin
Have You Met Miss Jones?|SSAA|Jo Lund
Have You See the Child?|TTBB|Jay Giallombardo
Have Yourself a Merry Little Christmas|TTBB|Brent Graham
Have Yourself a Merry Little Christmas|TTBB|David Harrington
Have Yourself A Merry Little Christmas|SSAA|Anna Maria Parker
Have Yourself A Merry Little Christmas|SSAA|Avis Fellows
Have Yourself A Merry Little Christmas|SSAA|Barb Watson
Have Yourself A Merry Little Christmas|TTBB|Jim Clancy
Have Yourself A Merry Little Christmas|TTBB|Unspecified
Haven't Met You Yet|SSAA|Aaron Dale
Haven't Met You Yet|TTBB|Aaron Dale
He Ain't Heavy, He's My Brother|TTBB|Jim Clancy
He Never Failed Me Yet|TTBB|Robert Ray
He Was Really Saying Something/Needle In A Haystack Medley|SSAA|Zac Booles
He Was There|SSAA|Nancy Bergman
He'll Be Coming Down the Chimney|SSAA|Nancy Bergman
He's Got The Whole World In His Hand|TTBB|Jon Nicholas
He's Got The Whole World In His Hands|TTBB|Fred King
He's the Good Man That Was so Hard to Find|SSAA|Burt Szabo
Headless Horseman|TTBB|Aaron Dale
Hear That Swanee River Cry|SSAA|Mary Coffman
Hear Them Bells|TTBB|Jon Nicholas
Heard It Through The Grapevine|TTBB|Alex Kaiserman
Heart|SSAA|Jim Massey
Heart|SSAA|Massey
Heart|TTBB|Ed Waesche
Heart (You've Gotta Have)|SSAA|Barbara McNeill
Heart (You've Gotta Have)|SSAA|Larry Wright
Heart And Soul|SSAA|Marsha Zwicker
Heart Of a Clown|SSAA|Joni Bescos
Heart Of A Clown|TTBB|Lloyd Steinkamp
Heart of My Heart|SSAA|Barbershop Harmony Society
Heart of My Heart|SSAA|Nancy Bergman
Heart of My Heart|SSAA|Unspecified
Heart of My Heart|TTBB|Traditional
Heart Of My Heart|TTBB|Barbershop Harmony Society
Heart of My Heart (The Story of the Rose)|TTBB|Barbershop Harmony Society
Heart Of My Heart [Story Of The Rose]|TTBB|Barbershop Harmony Society
Heartache Tonight|SSAA|Jim Arns
Heartache Tonight|TTBB|Aaron Dale
Heartaches|SSAA|Brian Beck
Heartaches/Lies Medley|SSAA|Joni Bescos
Heat Wave (Love is Like a Heat Wave)|SSAA|Joey Minshall
Heatwave|SSAA|Kevin Keller
Heaven on My Mind|TTBB|Unspecified
Heigh-Ho|TTBB|Don Gray
Hello Dolly|SSAA|Carolyn Schmidt
Hello Dolly|TTBB|Don Gray
Hello Hollywood Hello|SSAA|Nancy Bergman
Hello Mary Lou|TTBB|David Wright
Hello Muddah, Hello Faddah|SSAA|Tedda Lippincott
Hello Muddah, Hello Faddah|TTBB|Tom Gentry
Hello My Baby|SSAA|Kevin Keller
Hello My Baby|TTBB|David Harrington
Hello My Baby|TTBB|Kevin Keller
Hello My Baby Through the Years|SSAA|Clay Hine
Hello My Baby, Won't You Please Come Home|TTBB|Steven Armstrong, Jan-Ake Westin
Hello, Mary Lou|TTBB|David Wright
Hello, My Baby|TTBB|David Harrington
Hello, Young Lovers|SSAA|Anna Maria Parker
Hello! My Baby|TTBB|Burt Szabo
Help Is On The Way|SSAA|Michael Gellert
Help Me, Rhonda|TTBB|Jon Nicholas
Help! I'm Turning Into My Parents!|SSAA|Nancy Shumard
Her Eyes Don't Shine Like Diamonds|TTBB|Burt Szabo
Here Am I, Brokenhearted|SSAA|Brent Graham
Here and Now|SSAA|Joey Minshall
Here Comes Santa Claus|SSAA|Marshall Webb
Here Comes Santa Claus|TTBB|Jon Nicholas
Here Comes Santa Claus|TTBB|Marshall Webb
Here Comes The Show Boat|TTBB|Barbershop Harmony Society
Here Comes the Showboat|TTBB|David Wright
Here Comes the Sun|SSAA|Deke Sharon
Here Comes The Sun|TTBB|Bob Shami
Here Comes The Sun|TTBB|Jon Nicholas
Here, There, and Everywhere|SSAA|June Berg
Here's that Rainy Day|TTBB|Tony Pelling
Here's That Rainy Day|SSAA|Joni Bescos
Here's To Love|TTBB|Kevin Keller
Here's To The Winners|TTBB|Renee Craig
Hernando's Hideaway|SSAA|Bev Sellers
Hernando's Hideaway|SSAA|Marge Bailey
Hero|SSAA|Joey Minshall
Hero (And Then A Hero Comes Along)|SSAA|Tedda Lippincott
Hey Daddy|SSAA|Nancy Bergman
Hey Daddy !|SSAA|Nancy Bergman
Hey Daddy (You Oughta Get the Best For Me)|SSAA|Nancy Bergman
Hey Good Lookin'|TTBB|David Wright
Hey Little Baby O' Mine|TTBB|Joe Liles
Hey Little Baby of Mine|SSAA|Joe Liles
Hey Look Me Over|TTBB|Barbershop Harmony Society
Hey Look me Over / If They Could See Me Now (Medley)|TTBB|Tom Gentry
Hey Mister! Stay!|SSAA|Joey Minshall
Hey Soul Sister|SSAA|Elaine Gain
Hey There|SSAA|David Wright
Hey, Good Lookin'|SSAA|David Wright
Hey, Good Lookin'|SSAA|Nancy Bergman
Hey, Good Lookin'|SSAA|Tom Gentry
Hey, Good Lookin'|TTBB|David Wright
Hey, Good Lookin'|TTBB|Jon Nicholas
Hey, Good Lookin'|TTBB|Tom Gentry
Hey, Look Me Over|TTBB|David Wright
Hey, Look Me Over|TTBB|Ells Morey
Hey, Look Me Over|TTBB|Tom Gentry
