Song Title|Voicing|Arranger
There's A Brand New Gang On The Corner|TTBB|Gene Cokeroft
There's A Meetin' Here Tonight|TTBB|Burt Szabo
They All Laughed|TTBB|David Wright
They Call It Dancing|TTBB|Tom Gentry
They Call The Wind Mariah|TTBB|Kevin Keller
They Didn't Believe Me|TTBB|David Wright
They Go Wild, Simply Wild Over Me|TTBB|Tom Gentry
They Say It's Wonderful|TTBB|Ed Waesche
This Can't Be Love|SSAA|David Wright
This Is All I Ask|TTBB|Buzz Haeger
This Is The Army|TTBB|Jay Giallombardo
This Is The Moment|SSAA|Fred King
This Joint Is Jumpin'|SSAA|Nancy Bergman
This Land Is Your Land|TTBB|Jay Giallombardo
This Little Light Of Mine/Do Lord Medley|TTBB|Val Hicks
This Ole House|TTBB|David Wright
Through The Eyes Of Love|TTBB|John Hohl
Through The Years|TTBB|Gene Puerling
Tiger Rag|TTBB|Will Hamblet
Til There Was You|SSAA|Roger Payne
Till There Was You|TTBB|Bob Rund
Time After Time|SSAA|David Wright
Tin Roof Blues|TTBB|Don Gray
Titanium|SSAA|David Wright
Titanium|TTBB|David Wright
Tonight-Something's Coming|TTBB|Dan Wessler
Tonight, Tonight|TTBB|Jay Giallombardo
Too Marvelous For Words|TTBB|Mark Hale
Top Hat White Tie and Tails|TTBB|Ed Waesche
Top Of The World|TTBB|Rob Hopkins
Top Of The World Medley|TTBB|David Wright
Toy Song|TTBB|David Wright
Toyland|TTBB|Ed Waesche
Travelin' Man|TTBB|Larry Triplett
Tribute To World Peace|TTBB|Jay Giallombardo
Trickle, Trickle|TTBB|Mel Knight
Trim Up The Tree|TTBB|Hal Maples
True Colors|TTBB|David Wright
Try A Little Tenderness|TTBB|Larry Wright
Tuscaloosa Bus|TTBB|Patrick McAlexander
Tuxedo Junction|TTBB|Johan Wikstrom
Twelve Days Of Christmas|TTBB|Greg Backwell
Twilight Time|TTBB|Mark Hale
Two Of A Kind, Workin' On A Full House|TTBB|Aaron Dale
Under The Boardwalk|SSAA|Barbershop Harmony Society
Under The Boardwalk|TTBB|Barbershop Harmony Society
Vict'ry Road|SSAA|David Wright
Vict'ry Road|TTBB|David Wright
Waikiki|SSAA|De DeCrow
Waikiki|TTBB|De DeCrow
Wait Till The Sun Shines, Nellie|TTBB|Buzz Haeger
Waiting For The Robert E. Lee|TTBB|Jay Giallombardo
Wake Me Up Before You Go-Go|TTBB|Alex Lambert
Warm And Fuzzy|SSAA|Pete Benson
Warm And Fuzzy|TTBB|Pete Benson
Water Under Bridges|TTBB|David Wright
Wayfaring Stranger|TTBB|Dan Tice
We Are One|SSAA|Sharon Holmes
We Kiss In A Shadow|TTBB|David Wright
We Need A Little Christmas|TTBB|Dave Briner
We Three Kings|TTBB|Patrick Rose
We Wish You A Merry Christmas|TTBB|David Harrington
We Wish You A Merry Christmas|TTBB|David Wright
We'll Be Seeing You|SSAA|Renee Craig
We'll Be Together Again|TTBB|Richard Loebbaka
Wedding Bells|TTBB|Alan Siegal
Welcome Christmas|TTBB|David Wright
Wells Fargo Wagon|TTBB|Walter Latzko
What A Wonderful World|TTBB|Bill Mitchell
What A Wonderful World|TTBB|Bob Long
What Child Is This|TTBB|Gary Lewis
What Do I Need With Love|TTBB|Kirk Young
What I Did For Love|SSAA|David Wright
What Shall We Do With The Drunken Sailor|SSAA|Robert Shaw
What Shall We Do With The Drunken Sailor|TTBB|Robert Shaw
What'll I Do|SSAA|Ed Waesche
What'll I Do|TTBB|Ed Waesche
What'll I Do|TTBB|Second Edition
What's This?|TTBB|David Wright
When Angels Land|TTBB|Adam Reimnitz
When Day Is Done|SSAA|Ed Waesche
When Day Is Done|TTBB|Ed Waesche
When I Am With You|TTBB|Brian Mastrull
When I Fall In Love|SSAA|David Wright
When I Fall In Love|TTBB|Jay Giallombardo
When I Fall In Love|TTBB|Rich Hasty
When I Leave The World Behind|SSAA|Joni Bescos
When I Leave The World Behind|SSAA|Nancy Bergman
When I Leave The World Behind|TTBB|Barbershop Harmony Society
When I Lift Up My Head|SSAA|David Wright
When I Lift Up My Head|TTBB|David Wright
When I Look At You|TTBB|Rob Hopkins
When I Look In Your Eyes|SATB|Joe Mannherz
When I Lost You|SSAA|Steve Tramack
When I Lost You|TTBB|Steve Tramack
When I See An Elephant Fly|SSAA|Aaron Dale
When I See An Elephant Fly|TTBB|Aaron Dale
When I Was Your Man|TTBB|Aaron Dale
When I'm Sixty Four|TTBB|Tom Gentry
When It Comes To Lovin' The Girls/They're All Sweeties Medley|TTBB|Ed Waesche
When It's Sleepy Time Down South|TTBB|Darin Drown
When My Baby Smiles At Me|TTBB|Mark Hale
When My Heart Finds Christmas|TTBB|Steve Tramack
When My Sugar Walks Down The Street|SSAA|David Harrington
When October Goes|SSAA|Dave Briner
When She Loved Me|TTBB|Jim Kahlke
When She Loved Me|TTBB|Richard Lewellen
When That Midnight Choo Choo Leaves For Alabam|TTBB|Jay Giallombardo
When The Red Red Robin Comes Bob Bob Bobbin Along|TTBB|Ed Waesche
When The Saints Go Marchin' In|SSAA|Greg Volk
When The Saints Go Marchin' In|TTBB|Greg Volk
When There's Love At Home|SSAA|Tom Gentry
When There's Love At Home|TTBB|Tom Gentry
When You Say Nothing At All|SSAA|Carole Prietto
When You Were Sweet Sixteen|TTBB|Adam Reimnitz
When You Wish Upon A Star|SSAA|Joni Bescos
When You Wish Upon A Star|TTBB|Steven Armstrong
When You're Smiling|SSAA|David Harrington
Where Does The Time Go|SSAA|Nancy Bergman
Where Is Love|SATB|Gene Puerling
Where Is Love|TTBB|Gene Cokeroft
Where Is Love|TTBB|Tom Gentry
Where Is Love?|TTBB|Adam Reimnitz
White Christmas|TTBB|Deke Sharon
White Winter Hymnal|TTBB|Brian Mastrull
Who Put The Bomp|TTBB|Aaron Dale
Who Told You|TTBB|Lou Perry
Who Will Buy|TTBB|Dave Briner
Who Will Buy|TTBB|Phil Ordaz
Who'll Dry Your Tears?|TTBB|Steven Armstrong
Who'll Take My Place When I'm Gone|TTBB|Greg Lyne
Why Did You Leave Me, Old Friend|TTBB|Paul Olguin
Why Do I Love You|TTBB|Mark Hale
Why Don't You Fall In Love With Me/Undecided Medley|TTBB|Clay Hine
Why We Sing|SATB|David Wright
Why We Sing|TTBB|David Wright
William Tell Overture|TTBB|Jay Giallombardo
Willy Wonka Medley|TTBB|Rob Hopkins
Winter Wonderland|SSAA|Adam Reimnitz
Winter Wonderland|TTBB|Adam Reimnitz
Witchcraft|TTBB|Dave Briner
With A Little Help From My Friends|TTBB|Rich Hasty
With A Song In My Heart|SATB|Jim Henry
With You|TTBB|David Wright
With You|TTBB|Steven Armstrong
Without A Song|TTBB|Walter Latzko
Wizard Of Oz Medley|TTBB|Kevin Keller
Wonderful Day Medley|TTBB|David Wright
Wonderful One|TTBB|Bob Bohn
Wonderful One|TTBB|David Wright
Would You Go With Me|TTBB|Adam Reimnitz
Wouldn't It Be Nice|TTBB|Steve Delehanty
Wrap Your Troubles In Dreams|SSAA|Mark Hale
Wrap Your Troubles In Dreams|TTBB|Mark Hale
Ya Got Trouble|TTBB|Jay Giallombardo
Ya Gotta Know How To Dance|SSAA|Clay Hine
Ya Gotta Know How To Love Em'/I Can't Give You Anything But Love Medley|SSAA|Nancy Bergman
Yes Indeed|SSAA|Renee Craig
Yes Indeed!|TTBB|David Wright
Yes Sir, That's My Baby|TTBB|David Wright
Yes, Indeed|TTBB|Earl Moon
Yesterday I Heard The Rain|SSAA|Brent Graham
Yesterday I Heard The Rain|TTBB|Brent Graham
You And I|TTBB|David Harrington
You And Me|TTBB|Steve Tramack
You Are Mine, All Mine|TTBB|Tony Nasto
You Are My Sunshine|TTBB|Vicki Uhr
You Brought A New Kind Of Love To Me|TTBB|Larry Triplett
You Can Fly|TTBB|Clay Hine
You Can't Get A Man With A Gun|SSAA|Nancy Bergman
You Can't Stop The Beat|SSAA|Carole Prietto
You Can't Stop The Beat|TTBB|David Wright
You Didn't Want Me When You Had Me|TTBB|Patrick McAlexander
You Don't Know Me|SSAA|Jim Clancy
You Don't Know Me|TTBB|Jim Clancy
You Keep Coming Back Like A Song|SSAA|Brian Beck
You Keep Coming Back Like A Song|TTBB|Brent Graham
You Keep Coming Back Like A Song|TTBB|Terry Shannon
You Made Me Love You|TTBB|Clay Hine
You Make Me Feel So Young|SSAA|Mark Hale
You Make Me Feel So Young|TTBB|Mark Hale
You Raise Me Up|SSAA|Carole Prietto
You Raise Me Up|TTBB|Joe Liles
You Tell Me Your Dream|TTBB|Phil Embury
You Took Advantage Of Me|TTBB|Aaron Dale
You Will Be Found|TTBB|Rob Hopkins
You'll Never Know|SSAA|Jim Clancy
You'll Never Walk Alone|SSAA|Adam Reimnitz
You'll Never Walk Alone|TTBB|Adam Reimnitz
You'll Never Walk Alone|TTBB|Chris Peterson
You're A Heavenly Thing|TTBB|Dan Wessler
You're Breaking In A New Heart|SSAA|Rich Hasty
You're From Heaven And You're Mine|TTBB|David Wright
You're In Style With A Smile Medley|TTBB|Adam Reimnitz
You're Sixteen, You're Beautiful And You're Mine|TTBB|Aaron Dale
You're The Flower Of My Heart, Sweet Adeline|TTBB|Barbershop Harmony Society
You've Got A Friend In Me|SSAA|David Harrington
You've Got A Friend In Me|TTBB|David Harrington
Young And Foolish|SSAA|Brent Graham
Your First Day In Heaven|TTBB|Aaron Dale
Zing! Went The Strings Of My Heart|TTBB|Renee Craig
