Song Title|Voicing|Arranger
I Want You To Be My Sweetheart|TTBB|Louis Perry
I Want You, I Need You, I Love You|SSAA|Aaron Dale
I Want You, I Need You, I Love You|TTBB|Aaron Dale
I Wanta Sing Not Dance (At the Old Folks Barbershop Ball)|TTBB|Joe Liles
I Was Born 70 Years Too Late|TTBB|SPEBSQSA
I Will Go Sailing No More|SATB|Richard Hasty
I Will Go Sailing No More|SSAA|Richard Hasty
I Will Go Sailing No More|TTBB|Richard Hasty
I Wish All My Children Were Babies Again|TTBB|Louis Perry
I Wish I Had A Girl|TTBB|Unknown
I Wish You Love|SSAA|Larry Triplett
I Wish You Love|TTBB|Larry Triplett
I Won't Give Up|TTBB|Marshall Webb
I Won't Send Roses|TTBB|Theo Hicks
I Wonder as I Wander|TTBB|John Wernega
I Wonder What Became Of Sally|TTBB|Burt Szabo
I Wonder Who's Kissing Her Now|TTBB|Louis Perry
I Wouldn't Trade the Silver in My Mother's Hair|TTBB|Jack Baird
I'd Give A Million Tomorrows|TTBB|Mo Rector
I'd Give The World To Be In My Hometown|TTBB|Einar Pedersen
I'd Love To Live In Loveland|TTBB|Val Hicks
I'd Love To Meet That Old Sweetheart of Mine|TTBB|Lou Perry
I'll Be A Song And Dance Man Again|TTBB|Val Hicks
I'll Be Home for Christmas|TTBB|BHS
I'll Be Seeing You / Once in a Lifetime Medley|SATB|Rob Hopkins
I'll Be Seeing You / Once in a Lifetime Medley|SSAA|Rob Hopkins
I'll Be Seeing You / Once in a Lifetime Medley|TTBB|Rob Hopkins
I'll Fly Away|TTBB|Burt Szabo
I'll Forget You|TTBB|Louis Perry
I'll Get By (As Long as I Have You)|TTBB|Steven Armstrong
I'll Make A Ring Around Rosie|TTBB|Al Baker
I'll Never Write a Love Song Any More|TTBB|Joe Liles
I'll Take You Home Again Kathleen|TTBB|SPEBSQSA
I'm A Wild and Wooly Son Of The West|TTBB|Burt Szabo
I'm Alone Because I Love You|TTBB|Lou Perry and Ed Waesche
I'm Always Chasing Rainbows|TTBB|Earl Moon
I'm Feelin' Fine|SATB|Joe Liles
I'm Feelin' Fine|SSAA|Joe Liles
I'm Feelin' Fine|TTBB|Joe Liles
I'm Goin' South|TTBB|Ed Waesche
I'm Gonna Buy A One-Way Ticket To A Little One-Horse Town|TTBB|Paul Engel
I'm Gonna Live Till I Die|TTBB|Greg Volk
I'm Gonna Sit Right Down and Write Myself a Letter|TTBB|Jimbob Kahlke
I'm Headin' South (North)|TTBB|Jay Giallombardo
I'm In Love With The Mother Of My Best Girl|TTBB|Dave Briner
I'm Into Something Good|TTBB|John Fortino
I'm Into Something Good/Happy Together Medley|SSAA|Aaron Dale
I'm Knee Deep In Daisies|TTBB|Sherry Brown
I'm Left On The Corner Alone|TTBB|Einar Pedersen
I'm Lonesome For You, Dear Old Pal|TTBB|Unknown
I'm Looking For A Girl Named Mary|TTBB|Ed Waesche
I'm Looking Over a Four Leaf Clover|SSAA|Ed Waesche
I'm Looking Over a Four Leaf Clover|TTBB|Ed Waesche
I'm Looking Over A Four-Leaf Clover|TTBB|Barbershop Harmony Society
I'm My Own Grandpaw|TTBB|Brian Beck
I'm Not Gonna Worry|TTBB|Kevin Keller
I'm Off To See My Sweetness|TTBB|Dan Wilson
I'm Sitting On Top of the World|SATB|The Boston Consort
I'm Sitting On Top of the World|SSAA|The Boston Consort
I'm Sitting On Top of the World|TTBB|John Hohl & Dave Stevens
I'm Sitting On Top Of The World|TTBB|The Boston Consort
I'm So Alone with the Crowd|TTBB|Steve Jamison
I'm Sorry I Made You Cry|TTBB|Phil Embury
I'm Still Havin' Fun|TTBB|Joe Liles
I'm Tellin' the Birds - Tellin' the Bees How I Love You|TTBB|Fred King
I'm Thru with Love|TTBB|Kevin Keller
I'm Thru With Love|SSAA|Kevin Keller
I'm Tying The Leaves|TTBB|Warren Haeger
I'm Wild About Horns On Automobiles That Go "Ta-Ta-Ta-Ta"|TTBB|Don Gray
I'm Yours|SATB|Kirby Shaw
I'm Yours|SSAA|Kirby Shaw
I'm Yours|TTBB|Kirby Shaw
I've Been Everywhere|TTBB|Earl Moon
I've Been Working on the Railroad|SATB|Roger Payne
I've Been Working on the Railroad|SSAA|Roger Payne
I've Been Working on the Railroad|TTBB|Roger Payne
I've Found My Sweetheart Sally|TTBB|Ed Waesche
I've Got My Love to Keep Me Warm|SSAA|Anastasio Rossi
I've Got My Love to Keep Me Warm|TTBB|Anastasio Rossi
I've Got the World on a String|TTBB|Adam Reimnitz
If|TTBB|John Hohl
If All My Dreams Were Made of Gold, I'd Buy the World for You|TTBB|Louis Perry
If I Didn't Have You|SSAA|Thomas Gentry
If I Didn't Have You|TTBB|Thomas Gentry
If I Fell|SSAA|Brian Harding
If I Fell|TTBB|Brian Harding
If I Had My Way|TTBB|Tom Gentry
If I Had Someone To Love|TTBB|Unknown
If I Had The Last Dream Left In The World|TTBB|Joe Liles
If I Love Again|TTBB|Katie Farrell
If My Friends Could See Me Now|TTBB|Rob Hopkins
If the Rest of the World Don't Want You|TTBB|Louis Perry
If There's Anybody Here (From Out Of Town)|TTBB|Ardeth Fullmer
If We Can't Be The Same Old Sweethearts, We'll Just Be The Same Old Friends|TTBB|Burt Szabo
If You Had All The World And It's Gold|TTBB|Unknown
If You Knew Susie|TTBB|the Barbershop Harmony Society
If You Were The Only Girl In The World|TTBB|Ed Waesche
In A Shanty In Old Shanty Town|TTBB|Graham Lawrence
In My Merry Oldsmobile|TTBB|Burt Szabo
In My Room|TTBB|Aaron Dale
In My Room|TTBB|Tom Gentry
In the Cool, Cool, Cool of the Evening|TTBB|Jim Dodge
In the Good Old Summer Time|TTBB|SPEBSQSA
In the Heart of the City That Has No Heart|TTBB|Tom Gentry
In The Little Red School House|TTBB|Burt Szabo
In The Shade Of The Old Apple Tree|TTBB|Mo Rector
In the Still of the Nite|SATB|Tom Gentry
In the Still of the Nite|SSAA|Tom Gentry
In the Still of the Nite|TTBB|Tom Gentry
Indiana (Back Home Again In Indiana)|TTBB|Sherry Brown
Inka Dinka Doo|TTBB|Lloyd Steinkamp
Into the Unknown|SATB|Deke Sharon & David Wright
Into the Unknown|SSAA|Deke Sharon & David Wright
Into the Unknown|TTBB|Deke Sharon & David Wright
Isn't She Lovely|TTBB|Mike Menefee
It Could Happen to You|SATB|Gene Cokeroft
It Could Happen to You|SSAA|Gene Cokeroft
It Could Happen to You|TTBB|Gene Cokeroft
It Had to Be You|SATB|Barbershop Harmony Society
It Had to Be You|SSAA|Barbershop Harmony Society
It Had to Be You|TTBB|Barbershop Harmony Society
It Only Takes a Moment|TTBB|David Wright
It Only Takes A Moment|TTBB|Ed Waesche
It's a Beautiful Day for a Bal|TTBB|Dennis Driscoll
It's a Brand New Day|TTBB|Robert Disney
It's A Brand New Day|SSAA|Robert Disney
It's a Good Day|SATB|Lloyd Steinkamp
It's a Good Day|SSAA|Lloyd Steinkamp
It's a Good Day|TTBB|Lloyd Steinkamp
It's a Grand Night for Singing|TTBB|Pete Rupay
It's a Great Day for the Irish|TTBB|Jack Baird
It's All Over/So Long, Dearie Medley|TTBB|Rob Campbell
It's All Right|TTBB|Adam Scott
It's Been A Long, Long Time|SATB|Rob Hopkins
It's Been A Long, Long Time|SSAA|Rob Hopkins
It's Been A Long, Long Time|TTBB|Rob Hopkins
It's Beginning to Look Like Christmas|TTBB|Willis Diekema
It's Beginning To Look Like Christmas|SSAA|Willis Diekema
It's Good To Know I'm Welcome (In My Old Hometown)|TTBB|the 1967 H.E.P. Advanced Arrangers Class
It's Impossible (Somos Novios)|TTBB|Rob Hopkins
It's Only A Paper Moon|TTBB|Clay Hine
It's Ray-Ray- Raining|TTBB|Nick Papageorge
It's the Most Wonderful Time of the Year (6 Part - SATTBB)|SATB|Mike Menefee
It's the Same Old Song|TTBB|Steve Tramack
It's You (from "The Music Man")|SSAA|Robert Rund
It's You (from "The Music Man")|TTBB|Phil Embury
It's You (from "The Music Man")|TTBB|Robert Rund
It's You I Like|SATB|Cay Outerbridge
It's You I Like|SSAA|Cay Outerbridge
It's You I Like|TTBB|Cay Outerbridge
Ja-Da|TTBB|Dave Briner
Java Jive|SATB|Bluegrass Student Union
Java Jive|SSAA|Bluegrass Student Union
Java Jive|TTBB|Bluegrass Student Union
Java Jive (SSAA) (arr. Bluegrass Student Union) (Australia & New Zealand)|SSAA|Bluegrass Student Union
Java Jive (TTBB) (arr. Bluegrass Student Union) (Australia & New Zealand)|TTBB|Bluegrass Student Union
Jazz Came Up The River From New Orleans|SSAA|Jack Baird
Jazz Came Up The River From New Orleans|TTBB|Jack Baird
Jeanie With the Light Brown Hair|TTBB|Ed Waesche
Jersey Boys Medley|TTBB|Stephen Delehanty
Jesus, Jesus, Rest Your Head|TTBB|Dr. Greg Lyne
Jingle Bell Rock|SATB|Burt Szabo
Jingle Bell Rock|SSAA|Burt Szabo
Jingle Bell Rock|TTBB|Burt Szabo
Jingle Bells|TTBB|SPEBSQSA
Jingle Jangle Jingle (I Got Spurs) -|TTBB|Burt Szabo
Joe Howard Medley|TTBB|Unknown
Jolly Holiday (from MARY POPPINS) -|TTBB|Val Hicks
Joy to the World|SATB|Joe Liles
Joy to the World|SSAA|Joe Liles
Joy to the World|TTBB|Joe Liles
Jump Shout Boogie|TTBB|Roger Payne
Jus' Maybe|SATB|Wayne Grimmer
Just A Cottage Small (By A Waterfall)|TTBB|Al Rehkop
Just A Girl That Men Forget|TTBB|Unknown
Just Around The Corner|TTBB|Barbershop Harmony Society; TTBB
Just In Time (from "Bells Are Ringing")|TTBB|Dave Briner
Just One More Chance|TTBB|Jerry Bockus
Just Sing (from "Trolls World Tour")|SATB|Dan Wessler
Just Sing (from "Trolls World Tour")|SSAA|Dan Wessler
Just Sing (from "Trolls World Tour")|TTBB|Dan Wessler
Keep Christmas With You (All Through The Year)|TTBB|Dave Briner
Keep Your Eye on the Girlie You Love|TTBB|Barbershop Harmony Society
Key to Success with the Beautiful Girls|TTBB|John Hohl
King of the Road|TTBB|Gene Cokeroft
King of the Road|TTBB|Scott Kitzmiller
Kokomo|TTBB|Don Reckenbeil
L-O-V-E|SSAA|Larry Triplett
L-O-V-E|TTBB|Larry Triplett
Last Night Was the End of the World|SATB|Barbershop Harmony Society
Last Night Was The End Of The World|SSAA|Inc. SPEBSQSA
Last Night Was The End Of The World|TTBB|Inc. SPEBSQSA
Lazy Day|SATB|David Wright
Lazy Day|SSAA|David Wright
Lazy Day|TTBB|David Wright
Lazy River|TTBB|Thomas Gentry
Lazybones|TTBB|David Wright
Leader of the German Band|TTBB|Thomas Gentry
Let All Mortal Flesh Keep Silence|TTBB|Jeff Taylor
Let Me Call You Sweetheart|SSAA|Unknown
Let Me Call You Sweetheart|TTBB|Barbershop Harmony Society
Let Me Call You Sweetheart|TTBB|Gregory Lyne
Let The End Of The World Come|TTBB|Louis Perry
Let The Rest Of The World Go By|TTBB|Advanced Arranger's Class, Harmony Education Program, SPEBSQSA
Let The Rest Of The World Go By|TTBB|Kirk Roose
Let There Be Peace On Earth|TTBB|Thomas Gentry
Let Yourself Go|SSAA|David Wright
Let Yourself Go|TTBB|David Wright
Let's Get Away From It All|TTBB|Rob Hopkins
Let's Have An Old Fashioned Christmas|TTBB|Val Hicks
Let's Talk About My Sweetie|TTBB|Unknown
Lida Rose (from "The Music Man")|TTBB|Floyd Connett
Lida Rose (from "The Music Man")|TTBB|Inc. SPEBSQSA
Life Is Just a Bowl of Cherries|SATB|Gene Cokeroft
Light Up Your Life With Harmony|TTBB|Gene Cokeroft
Lil From Daffodil Hill|TTBB|Louis Perry
Linda|TTBB|Burt Szabo
Listen To That Dixie Band|SSAA|Melvin Knight
Listen To That Dixie Band|TTBB|Melvin Knight
Little Darlin'|TTBB|Tom Gentry
Little Girl|TTBB|Mac Huff
Little Pal|TTBB|Louis Perry
Little Pal (TTBB) (arr. Perry) - as sung by The Four Rascals|TTBB|Louis Perry
Little Patch of Heaven|SSAA|Aaron Dale
Little Patch of Heaven|TTBB|Aaron Dale
Little Saint Nick|SSAA|Jon Nicholas
Little Saint Nick|TTBB|Jon Nicholas
Lonely Nights Medley|SSAA|David Wright
Lonely Nights Medley|TTBB|David Wright
Look Out World|TTBB|Melvin Knight
Looking at the World Through Rose Colored Glasses|TTBB|Sherry Brown
Looks Like You Started Something|SSAA|Adam Scott
Lora-Belle Lee (aka "Lorabelle Lee")|TTBB|Dave Briner
Louise|TTBB|Dave Rubin
Love Letters|TTBB|John Piercy
Love Letters|TTBB|Stephen Delehanty
Love Me|SSAA|Aaron Dale
Love Me|TTBB|Aaron Dale
Love Me and the World is Mine|TTBB|Roger Payne
Love Me and the World Is Mine|TTBB|David Wright
Love Me And The World Is Mine|TTBB|the Barbershop Harmony Society
Love Me or Leave Me (from "Whoopee!")|TTBB|Patrick McAlexander
Love Me Tender|SSAA|David Wright
Love Me Tender|TTBB|David Wright
Love's Old Sweet Song|SSAA|Val Hicks
Love's Old Sweet Song|TTBB|Val Hicks
Lover, Come Back to Me|SSAA|Ed Waesche
Lover, Come Back to Me|TTBB|Ed Waesche
Lucky Day (TTBB) (arr. BHS) - US Only|TTBB|TTBB Harmony Society
Lullaby In Ragtime|TTBB|William Mitchell
Lullabye (Goodnight, My Angel)|SATB|Kirk Young
Lullabye (Goodnight, My Angel)|SSAA|Kirk Young
Lullabye (Goodnight, My Angel)|TTBB|Kirk Young
Lulu's Back In Town|TTBB|Ed Waesche
Ma!|TTBB|Jeff Taylor
Ma! (She's Making Eyes at Me)|TTBB|Mo Rector
Macnamara's Band|TTBB|BHS
Make Someone Happy|TTBB|Ed Waesche
Mam'selle|TTBB|Tom Sando
Mandy|TTBB|Dennis Driscoll
Mandy Make Up Your Name|TTBB|Val Hicks
Mandy N' Me|TTBB|Dave Stevens
Marching Along Together|TTBB|Robert Meyer
Margie|TTBB|Burt Szabo
Mary Had a Baby|TTBB|David Wright
Mary, You're A Little Bit Old|TTBB|Russ Foris
Mary's A Grand Old Name|TTBB|Burt Szabo
May Each Day|TTBB|Gene Cokeroft
May I Never Love Again|SSAA|Renee Craig
May I Never Love Again|TTBB|Renee Craig
May You Always|TTBB|Gregory Lyne
Me and My Shadow|TTBB|Dennis Driscoll
Medley Of George M. Cohan Songs|TTBB|Unknown
Meet Me In Rosetime Rosie|TTBB|Greg Lyne and Ed Waesche
Meet Me In St. Louis, Louis|TTBB|Burt Szabo
Meet Me Tonight In Dreamland|TTBB|SPEBSQSA
Meet Me Under the Mistletoe|TTBB|Scott Anderson
Memories|TTBB|Val Hicks
Memories -|TTBB|SPEBSQSA
Memories of You|TTBB|Fred King
Memory Medley|TTBB|Unknown
Memphis Blues|TTBB|Dave Briner
Merry Christmas, Darling|SSAA|Thomas Gentry
Merry Christmas, Darling|TTBB|Thomas Gentry
Mexicali Rose|TTBB|Tom Gentry
Michelle|TTBB|Stephen Delehanty
Midnight Rose (TTBB) (arr. Waesche) - Australia/Canada Orders only|TTBB|Ed Waesche
Midnight Rose (TTBB) (arr. Waesche) - US Orders only|TTBB|Ed Waesche
Mills Brothers Medley|TTBB|Ed Waesche
Minnie The Mermaid|TTBB|Dennis Driscoll
Minstrel Medley|TTBB|Dave Stevens
Minstrel Montage|TTBB|BHS
Mission: Impossible Theme|SSAA|Steve Tramack
Mission: Impossible Theme|TTBB|Steve Tramack
Mississippi Moon|TTBB|The Doctors of Harmony
Mississippi Mud|TTBB|Mo Rector
Mistakes|TTBB|Roy Keys
Mister Sandman|TTBB|George Hulst
Mobile with Down Mobile|TTBB|David Wright
Moments to Remember|TTBB|Ed Waesche
Mona Lisa|TTBB|Volk
Mood Indigo|TTBB|Steve Jamison
Moonlight Bay|TTBB|Barbershop Harmony Society
Moonlight Becomes You|TTBB|Ed Waesche
More Music|SSAA|Larry Triplett
Mother|TTBB|Lloyd Steinkamp
Mother Knows Best|SSAA|Adam Scott
Mother Machree|TTBB|Thomas Gentry
Mother of Mine (I Still Have You)|TTBB|Roy Keys
Music Man Medley 1|TTBB|Ed Waesche
Muskrat Ramble|TTBB|Rex Reeve
My Buddy|TTBB|Burt Szabo
My Cup Runneth Over|TTBB|Ardeth Fullmer
My Cutey's Due at Two To Two To-day|TTBB|Rob Hopkins
My Father, My Friend, My Dad|TTBB|Earl Moon
My Favorite Things|SSAA|Dave Briner
My Favorite Things|TTBB|Dave Briner
My Foolish Heart|TTBB|Rob Hopkins
My Fraternity Pin|TTBB|Thomas Gentry
My Girl|SATB|Rob Campbell
My Girl|TTBB|Rob Campbell
My Heart Is Aching for You|TTBB|Joe Liles
My Honey's Lovin' Arms|TTBB|Dennis Driscoll
My Honey's Lovin' Arms|TTBB|Don Gray
My Little Buttercup|SATB|Dan Wessler
My Little Buttercup|SSAA|Dan Wessler
My Little Buttercup|TTBB|Dan Wessler
My Lord and I|TTBB|Kevin Keller
My Melancholy Baby|TTBB|Ed Waesche
My Mother's Rosary|TTBB|Unknown
My Romance|SSAA|Burt Szabo
My Romance|TTBB|Burt Szabo
My Sally, Just the Same|TTBB|Barbershop Harmony Society
My Story Book Girl|TTBB|J. Z. Means
My Sweetie In Tahiti|TTBB|Bill Diekema
My Wife Is On A Diet|TTBB|Thomas Gentry
My Wild Irish Rose|TTBB|BHS
My Wild Irish Rose|TTBB|Don Gray
Nearer My God To Thee|TTBB|Rudy Hart
Nebulous Nineties Medley|TTBB|BHS
Never Too Old For Christmas|TTBB|John Hohl
Nevertheless (I'm In Love With You)|SSAA|Tom Campbell
Nevertheless (I'm In Love With You)|TTBB|Tom Campbell
New York Medley In 3-Quarter|TTBB|Burt Szabo
Nice Work, If You Can Get It|TTBB|Rob Campbell
No More Sorrow|TTBB|Shelton Kilby III
No One Knows|TTBB|Arranging 3 Class, Harmony Univ. 2016
Nobody Knows What A Red-Headed Mama Can Do|TTBB|Dennis Driscoll
Not A Day Goes By|TTBB|Adam Scott
Now The Day is Over|TTBB|Frank Thorne
Now We Sing|SATB|Wayne Grimmer
O Canada!|SSAA|Joe Liles
O Canada!|TTBB|Joe Liles
Ob-La-Di, Ob-La-Da|TTBB|Mark Hale
Oh, Lonesome Me|TTBB|David Wright
Oh! What A Pal Was Mary|TTBB|BHS
Oh! You Beautiful Doll|TTBB|Rob Campbell
Ol' Man River|TTBB|Steve Hardy
Old Boffo Medley|TTBB|Unknown
Old Bones|TTBB|Earl Moon
Old Cape Cod|TTBB|Russ Foris
Old Fashioned Girl|TTBB|Unknown
Old Folks|TTBB|Warren Buzz Haeger
Old Pals Are the Best Pals After All|TTBB|Louis Perry
Old Songs Are Just Like Old Friends|TTBB|Louis Perry
Old St. Louie|TTBB|David Wright
Old Time Medley|TTBB|Unknown
Old-Tyme, Gay-Nineties, Parlour-Piano Medley|TTBB|Burt Szabo
On a Slow Boat to China|TTBB|Greg Hollander
On a Slow Boat to China|TTBB|Stephen Delehanty
On Green Dolphin Street|SSAA|Scott Kitzmiller
On Green Dolphin Street|TTBB|Scott Kitzmiller
On San Francisco Bay|TTBB|Unknown
On The Banks Of The Wabash|TTBB|Jack Baird
On The Farm In Old Missouri|TTBB|Unknown
On The Mississippi|TTBB|Burt Szabo
On the Road Again|TTBB|Jon Nicholas
On the Street Where You Live|TTBB|Ron Middlestaedt
On the Sunny Side of the Street|TTBB|Don Reckenbeil
On the Sunny Side of the Street|TTBB|John Muir
On the Sunny Side of the Street|TTBB|Melvin Knight
On The Way To Home Sweet Home|TTBB|Joe Liles
Once Upon a Dream|SSAA|Jay Dougherty
Once Upon A Time|SSAA|Rob Campbell
Once Upon A Time|TTBB|Rob Campbell
One Fine Day|TTBB|Dale Hanson
One for My Baby (And One More for the Road)|TTBB|Roger Payne
One Heart, One Voice|TTBB|Joe Liles
One Song At A Time|SSAA|Joe Liles
One Song At A Time|TTBB|Joe Liles
One, Two, Three|SATB|Wayne Grimmer
Only You (And You Alone)|SSAA|Jim Kahlke
Only You (And You Alone)|TTBB|Chuck Clauser
Only You (And You Alone)|TTBB|Jimbob Kahlke
Orange Colored Sky|SATB|Tom Gentry
Orange Colored Sky|SSAA|Tom Gentry
Orange Colored Sky|TTBB|Tom Gentry
Original Dixieland One Step|TTBB|Renee Craig
Our Town|SSAA|Matt Astle
Our Town|TTBB|Matt Astle
Over the Rainbow|SATB|Ed Waesche
Over the Rainbow|SSAA|Ed Waesche
Over The Rainbow|TTBB|Ed Waesche
Pal Of My Cradle Days|TTBB|Russ Foris
Pals Of The Little Red School|TTBB|the Barbershop Harmony Society
Paper Doll|TTBB|Louis Perry
Peg O' My Heart|TTBB|Ed Waesche
Peggy O Neil|TTBB|Richard Floersheimer
Play A Simple Melody|TTBB|Joe Liles
Play A Simple Melody|TTBB|Russ Foris
Play That Barbershop Chord|TTBB|BHS
Please Come Home for Christmas|SATB|Jay Dougherty
Please Come Home for Christmas|SSAA|Jay Dougherty
Please Come Home for Christmas|TTBB|Jay Dougherty
Popular|SSAA|Steve Tramack
Portrait of My Love with Mona Lisa|TTBB|Rob Campbell
Praise Ye The Lord, The Almighty|TTBB|Unknown
Pure Imagination|SSAA|Dave Briner
Pure Imagination|TTBB|Dave Briner
Put Me To Sleep With An Old Fashioned Melody|TTBB|Burt Szabo
Put On a Happy Face|TTBB|Kevin Keller
Put On An Old Pair Of Shoes|TTBB|Inc. SPEBSQSA
Put On Your Old Grey Bonnet|TTBB|Russ Foris
Put Your Arms Around Me Honey|TTBB|Burt Szabo
Put Your Head On My Shoulder|SSAA|Aaron Dale
Put Your Head On My Shoulder|TTBB|Aaron Dale
Radio Jingles|TTBB|Burt Szabo
Ragtime Cowboy Joe|TTBB|BHS
Rain|TTBB|Gregory Lyne
Red Hot Mamma|TTBB|J. Rae Jamison Words and Music by: Gilbert Wells, Bud Cooper and Fred Rose
Red River Valley|TTBB|Barbershop Harmony Society
Red Rose Rag|TTBB|Melvin Knight
Red Roses For A Blue Lady|TTBB|Chuck Brooks
Remember|TTBB|Don Gray
Return to Sender|TTBB|Duane Enders
Rhythm of Love|SSAA|Deke Sharon & David Wright
Rhythm of Love|TTBB|Deke Sharon & David Wright
Ride the Chariot|SATB|Barbershop Harmony Society
Ride the Chariot|SSAA|Barbershop Harmony Society
Ride The Chariot|TTBB|Barbershop Harmony Society
Riders in the Sky|TTBB|Peter Rupay
Ring of Fire|TTBB|Kevin Keller
Ring-a-Ding Ding!|TTBB|Anthony Bartholomew
Rise, Shine, For The Light Is A-Comin'|TTBB|Burt Szabo
Ro-Ro-Rollin' Along|TTBB|Russ Foris
Rock and Roll Is Here to Stay|TTBB|Brent Gerber
Rock Around the Clock|SATB|Jon Nicholas
Rock Around the Clock|SSAA|Jon Nicholas
Rock Around the Clock|TTBB|Jon Nicholas
Rock Me To Sleep In An Old Rocking Chair|TTBB|Unknown
Rock-A-Bye Baby Days|TTBB|Lloyd Steinkamp
Rocky Top|SATB|Joe Liles
Rocky Top|SSAA|Joe Liles
Rocky Top|TTBB|Joe Liles
Roses of Picardy|TTBB|Willis Diekema
Row, Row, Row|TTBB|Val Hicks
Run, Run, Run|SSAA|Bob Dowma
Run, Run, Run|TTBB|Bob Dowma
S'vivon|TTBB|Gary A. Lewis
Sailing Down The Chesapeake Bay|TTBB|Dennis Driscoll
Santa Claus Is Coming To Town|TTBB|Joe Liles
Satin Doll|TTBB|Wayne Grimmer
School Days|TTBB|Burt Szabo
Seems Like Old Times|TTBB|Louis Perry
Sentimental Gentleman From Georgia|TTBB|Ed Waesche
Sentimental Journey|TTBB|John Hohl
September Song|TTBB|Roy Keys
Seven Bridges Road|SATB|Jeremey Johnson
Seven Bridges Road|SSAA|Jeremey Johnson
Seven Bridges Road|TTBB|Jeremey Johnson
Seven Bridges Road|TTBB|Sean Mootrey
Seventy-Six Trombones|TTBB|David Wright
Seventy-Six Trombones (from "The Music Man")|TTBB|John Peterson
Sh-Boom (Life Could Be a Dream)|SATB|Dave Briner
Sh-Boom (Life Could Be a Dream)|SSAA|Dave Briner
Sh-Boom (Life Could Be A Dream)|TTBB|Dave Briner
She Didn't Say No|TTBB|Val Hicks
She's Got a Way|TTBB|David Wright
Shenandoah|SATB|Burt Szabo
Shenandoah|SSAA|Burt Szabo
Shenandoah|TTBB|Burt Szabo
Shine|TTBB|David Wright
Shine On Harvest Moon|TTBB|Val Hicks
Shoo Fly Pie and Apple Pan Dowdy|TTBB|Chris Droegemueller
Show Me Where the Good Times Are|SATB|Gene Cokeroft
Show Me Where the Good Times Are|SSAA|Gene Cokeroft
Show Me Where the Good Times Are|TTBB|Gene Cokeroft
Shut De Do|SATB|Dr. Kirby Shaw
Shut De Do|SSAA|Dr. Kirby Shaw
Shut De Do|TTBB|Kirby Shaw
Side by Side|SATB|Tom Gentry
Side by Side|SSAA|Tom Gentry
Side by Side|TTBB|the Barbershop Harmony Society
Side by Side|TTBB|Thomas Gentry
Silent Night|TTBB|Frank Thorne
Silent Night|TTBB|Inc. SPEBSQSA
Silhouettes|SATB|Tom Gentry
Silhouettes|SSAA|Tom Gentry
Silhouettes|TTBB|Thomas Gentry
Silver Bells|SSAA|Harry Buerer
Silver Bells|TTBB|TTBB Harmony Society
Silver Threads Among The Gold|TTBB|Phil Embury
Since I Don't Have You|TTBB|Aaron Dale
Sincere (from "The Music Man")|TTBB|Phil Embury
Sincere (from the musical "The Music Man") -|TTBB|Dave Mohr
Sing|SATB|Wayne Grimmer
Sing|SSAA|Wayne Grimmer
Sing|TTBB|Wayne Grimmer
Sing Me That Song Again|TTBB|Ed Waesche
Sing Out A Song|TTBB|Joe Liles
Sing Out, Sing Out|TTBB|Joe Liles
Sing We Now of Christmas|SATB|Joe Liles
Sing We Now of Christmas|SSAA|Joe Liles
Sing We Now of Christmas|TTBB|Joe Liles
Singa Tagga Daya Fraternity Song|TTBB|Joe Liles
Sister Susie's Sewing Shirts For Soldiers|TTBB|Russ Foris
Sisters Are Doin' It for Themselves|SSAA|Patrick McAlexander
Sit Down, You're Rockin' the Boat|SSAA|David Wright
Sit Down, You're Rockin' the Boat|TTBB|David Wright
Sit Down, You're Rockin' the Boat|TTBB|Kevin Keller
Siyahamba|TTBB|Adam Scott
Sleep|TTBB|Joe Liles
Small Fry|TTBB|David Wright
SMILE, DARN YA, SMILE|TTBB|Burt Szabo
Smiles|TTBB|Dennis Driscoll
Smiles Medley|TTBB|Vic Brimacombe
Smilin' Through|TTBB|Louis Perry
Smoke Rings Curling In The Air|TTBB|Don Webster
So in Love|TTBB|David Wright
So Long, Mother|TTBB|Thomas Gentry
Soft Shoe Song|TTBB|Unknown
Softly And Tenderly|TTBB|Edward Berg
Sold!|TTBB|Aaron Dale
Somebody Knows|TTBB|S.P.E.B.S.Q.S.A., Inc.
Somebody Stole My Gal|TTBB|Ed Waesche
Somebody to Love|SSAA|Aaron Dale
Somebody to Love|TTBB|Aaron Dale
Somebody to Love|TTBB|Kevin Keller
Somebody's Coming To My House|TTBB|Lloyd Steinkamp
Someone You Loved|TTBB|Rob Hopkins
Something|TTBB|Jimbob Kahlke
Something To Write The Folks About|TTBB|Dennis Driscoll
Somewhere Out There|TTBB|Kevin Keller
Song for Mary|TTBB|Jay Giallombardo
Sonny Boy|TTBB|Burt Szabo
Sound Celebration|TTBB|Thomas Gentry
South|TTBB|Gene Cokeroft and Matt Gallagher
South Rampart Street Parade|SSAA|David Wright
South Rampart Street Parade|TTBB|David Wright
Southern Medley|TTBB|SPEBSQSA
SPEBSQSA Official Songs (TTBB) - Print Version|TTBB|Barbershop Harmony Society
Spiritual Medley|SSAA|Unknown
Spiritual Medley|TTBB|
Stand by Me|TTBB|Steve Delehanty
Stand By Me|SATB|Steve Delehanty
Stand By Me|SSAA|Steve Delehanty
Standing In The Need Of Prayer|TTBB|Burt Szabo
Star Spangled Banner|TTBB|Frank Thorne
Steamin' Down The River|TTBB|Val Hicks
