Product Code/SKU,Product Name,Product Description,Arranger,Difficulty,Ensemble
205249,Just A Cottage Small (By A Waterfall) (TTBB) (arr. Rehkop),Arranged by: Al Rehkop; TTBB,Al Rehkop,3,
7295,Just A Girl That Men Forget (TTBB) (arr. Gentry),Arranged by: Unknown,,2,
7104,Just Around The Corner (TTBB) (arr. BHS),Arranged by: Barbershop Harmony Society; TTBB,,2,
205250,"Just In Time (from ""Bells Are Ringing"") (TTBB) (arr. Dave Briner)","TTBB | Arranged by Dave Briner | Available in US, Canada, and Australia",Dave Briner,2,TTBB
7521,Just One More Chance (TTBB) (arr. Bockus),"Arranged by: Bockus, Jerry",Jerry Bockus,1,
6022,Just Plain Barbershop Songbook,"Just Plain Barbershop Songbook - This arrangements in this songbook are simple but solid harmonizations of familiar and beloved melodies which are especially adaptable to the barbershop style. Songs included are:  The Old Songs Keep America Singing After Dark America - GOD save the Queen Bill Grogan's Goat Bright was the Night Carry me back to old Virginny Daisy Bell Down by the Old Mill Stream Down Mobile Down our Way Honey - Little Lize Medley Let me call you Sweetheart Love is Like a Dream Meet me tonight in Dreamland My Wild Irish Rose Shine on Me Sidewalks of New York Sweet, Sweet Roses of Morn You tell me your Dream TAGS  ",,,
214335,"Just Sing (from ""Trolls World Tour"") (SATB) (arr. Wessler)","from the 2020 DreamWorks Animation motion picture Trolls World Tour | SATB, for mixed voices | Arranged by Dan Wessler | This song is a celebration of harmonic unity -  ""Sing it together, louder than ever, forget ev'rything, just sing""! | Thanks to volunteer Doug Arrington for his assistance in the development of this publication!  ",Dan Wessler,2,
214333,"Just Sing (from ""Trolls World Tour"") (SSAA) (arr. Wessler)","from the 2020 DreamWorks Animation motion picture Trolls World Tour | SSAA, for high voices | Arranged by Dan Wessler | This song is a celebration of harmonic unity -  ""Sing it together, louder than ever, forget ev'rything, just sing""! | Thanks to volunteer Doug Arrington for his assistance in the development of this publication!    ",Dan Wessler,2,
214331,"Just Sing (from ""Trolls World Tour"") (TTBB) (arr. Wessler)","from the 2020 DreamWorks Animation motion picture Trolls World Tour | TTBB, for low voices | Arranged by Dan Wessler | This song is a celebration of harmonic unity -  ""Sing it together, louder than ever, forget ev'rything, just sing""! | Thanks to volunteer Doug Arrington for his assistance in the development of this publication!   ",Dan Wessler,2,
212218,Keep Christmas With You (All Through The Year) (TTBB) (arr. Briner),TTBB | Arranged by Dave Briner (formerly #200755) | Available in US and Canada,Dave Briner,2,TTBB
8140,Keep Your Eye on the Girlie You Love (TTBB) ,"TTBB for low voices, arranged by Barbershop Harmony Society | from the Harmony Heritage Songs series",Barbershop Harmony Society,2,
7549,Key to Success with the Beautiful Girls (TTBB) (arr. Hohl),Arranged by: John Hohl,John Hohl,2,
212219,King of the Road (TTBB) (arr. Cokeroft),TTBB | Arranged by Gene Cokeroft (formerly #113992) | Available in US and Canada,Gene Cokeroft,1,
211578,King of the Road (TTBB) (arr. Kitzmiller),TTBB | Arranged by Scott Kitzmiller (formerly #202414) | Available in US and Canada,Scott Kitzmiller,2,
212050,Kokomo (TTBB) (arr. Reckenbeil),TTBB | Arranged by Don Reckenbeil (formerly #111530) | from the motion picture Cocktail | Available Worldwide,Don Reckenbeil,1,
212400,L-O-V-E (SSAA) (arr. Triplett),"SSAA, for female voices | Arranged by Larry Triplett (formerly #205665) | Available in US, Canada, UK, Europe, Hong Kong, People's Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, Philippines.",Larry Triplett,3,SSAA
211594,L-O-V-E (TTBB) (arr. Triplett),"TTBB | Arranged by Larry Triplett (formerly #202201) | Available in US, Canada, UK, Europe, Hong Kong, People's Republic of China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, Philippines.",Larry Triplett,3,
213608,Last Night Was the End of the World (SATB) (arr. BHS),"SATB, for mixed voices | Arranged by Barbershop Harmony Society | Available in all territories ",Barbershop Harmony Society,2,SATB
202108,Last Night Was The End Of The World (SSAA) (arr. BHS),SSAA | Arranged by BHS | Available for all Territories,Inc. SPEBSQSA,2,
7100,Last Night Was The End Of The World (TTBB) (arr. BHS),TTBB | Arranged by BHS | from the Barbershop Songs For Men series | As sung by OLD SCHOOL QUARTET | Available for all territories,Inc. SPEBSQSA,2,
213440,Lazy Day (SATB) (arr. Wright),"SATB, for mixed voices | Arrangement by David Wright | from the Afterglow Series | Available in US, Canada, United Kingdom, Europe, Hong Kong, China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, and the Phillippines. ",David Wright,4,SATB
203007,Lazy Day (SSAA) (arr. Wright),"SSAA, arranged by  David Wright | from the Afterglow Series |Available in US, Canada, United Kingdom, Europe, Hong Kong, China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, and the Phillippines. ",David Wright,4,SSAA
203006,Lazy Day (TTBB) (arr. Wright),"TTBB, arranged by  David Wright | from the Afterglow Series | Available in US, Canada, United Kingdom, Europe, Hong Kong, China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Vietnam, Laos, Brunei, Burma, Cambodia, Indonesia, and the Phillippines. ",David Wright,4,TTBB
8822,Lazy River (TTBB) (arr. Gentry),"TTBB, arranged by Thomas Gentry | Available in the U.S. and Canada",Thomas Gentry,2,TTBB
214040,Lazybones (TTBB) (arr. David Wright),TTBB | Arranged by David Wright (formerly BHS# 113890) | Available in US and Canada only,David Wright,,TTBB
7683,Leader of the German Band (TTBB) (arr. Gentry),Arranged by: Thomas Gentry,Thomas Gentry,1,
207051,Let All Mortal Flesh Keep Silence (TTBB) (arr. Taylor),"TTBB, arranged by  Jeff Taylor | Available for all territories",Jeff Taylor,2,
200773,Let Me Call You Sweetheart (SSAA) (arr. SPEBSQSA),Arranged by: Unknown,,1,
213931,Let Me Call You Sweetheart (TTBB) (arr. BHS),"TTBB, arranged by Barbershop Harmony Society | From the Barberpole Cat Songbook Vol. I | Available in all territories",Barbershop Harmony Society,2,TTBB
7006,Let Me Call You Sweetheart (TTBB) (arr. Lyne),"TTBB, arranged by Greg Lyne | From the Barbershop Songs For Men series | Available in all territories",Gregory Lyne,2,
7280,Let The End Of The World Come (TTBB) (arr. Perry),Arranged by: Louis Perry,Louis Perry,2,
7040,"Let The Rest Of The World Go By (TTBB) (arr. Advanced Arranger's Class, Harmony Education Program, SPEBSQSA)","Arranged by: Advanced Arranger's Class, Harmony Education Program, SPEBSQSA",,3,
8818,Let The Rest Of The World Go By (TTBB) (arr. Roose),"TTBB, arranged by Kirk Roose | as sung by Yesteryear Quartet  ",Kirk Roose,1,
8614,Let There Be Peace On Earth (TTBB) (arr. Gentry),TTBB| Arranged by Tom Gentry | Available in all territories   ,Thomas Gentry,1,
211691,Let Yourself Go (SSAA) (arr. Wright),"SSAA, for female voices | Arranged by David Wright (formerly #202665) | from the motion picture Follow the Fleet | Available in US and Canada *International customers may purchase a digital version of this arrangement through ",David Wright,4,
211546,Let Yourself Go (TTBB) (arr. Wright),TTBB | Arranged by David Wright (formerly #205357) | from the motion picture Follow the Fleet | Available in US and Canada *International customers may purchase a digital version of this arrangement through ,David Wright,4,
7355,Let's Get Away From It All (TTBB) (arr. Hopkins),TTBB | Arranged by Rob Hopkins | Available in US and Canada ,Rob Hopkins,2,TTBB
7633,Let's Have An Old Fashioned Christmas (TTBB) (arr. Hicks),Arranged by: Val Hicks | Available in US and Canada,Val Hicks,2,
7178,Let's Talk About My Sweetie (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,1,
6267,"Lida Rose (from ""The Music Man"") (TTBB) (arr. Connett)",#6267 | TTBB | Arranged by Floyd Connett | Available in US and Canada,Floyd Connett,2,
7688,"Lida Rose (from ""The Music Man"") (TTBB) (arr. SPEBSQSA)","TTBB, arranged by SPEBSQSA, Inc. | Available in US and Canada",Inc. SPEBSQSA,2,
7764,"Lida Rose / Will I Ever Tell You (from ""The Music Man"") (8-Part SATB) (arr. Rector & Bergman)","8-Part SATB, double-quartet | From Meredith Willson's ""The Music Man,"" arranged by Mo Rector & Nancy Bergman  | part of the Society's Showtunes Collection | Available in US and Canada ",Mo Rector & Nancy Bergman,2,
212912,Life Is Just a Bowl of Cherries (SATB) (arr. Cokeroft),"SATB, for mixed voices | Arranged by Gene Cokeroft | as sung by Double Date | Available in US and Canada ",Gene Cokeroft,2,
213040,Lift Every Voice and Sing (8-part M/W) (arr. Nicholas),"SATB (8-part M/W), for mixed voices | Arranged by Jon Nicholas | Available in all territories This arrangement was commissioned for the ""Heritage of Harmony"" concert, celebrating the African-American Origins of Barbershop Harmony, part of the BHS 2019 Midwinter Convention held at the legendary Grand Ole Opry House in Nashville, TN. ",Jon Nicholas,3,
7711,Light Up Your Life With Harmony (TTBB) (arr. Cokeroft),Arranged by: Gene Cokeroft,Gene Cokeroft,4,
7538,Lil From Daffodil Hill (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry | from the Barbershop Songs For Men series | With appreciation to the Society's volunteer publications team for converting this arrangement from the octavo version",Louis Perry,2,
212130,Linda (TTBB) (arr. Szabo),TTBB | Arranged by Burt Szabo (formerly #111584) | Available in US and Canada,Burt Szabo,2,TTBB
201491,Listen To That Dixie Band (SSAA) (arr. Knight),Arranged by: Melvin Knight,Melvin Knight,2,
7343,Listen To That Dixie Band (TTBB) (arr. Knight),Arranged by: Melvin Knight,Melvin Knight,2,
8636,Little Darlin' (TTBB) (arr. Gentry),"TTBB | Arranged by Tom Gentry | Available in all territories except the UK, Europe, and Japan",Tom Gentry,3,
7532,Little Girl (TTBB) (arr. Huff),"Words and Music by Mac Huff and Norman Starks | TTBB, arranged by Mac Huff | from the Barbershop Songs For Men series | Thanks to Society volunteer Brian Ayers for converting this arrangement from its original octavo format!",Mac Huff,2,
7206,Little Pal (TTBB) (arr. Perry),"TTBB, arranged by Lou Perry | Available in US, Canada, and Australia",Louis Perry,2,
7359,Little Pal (TTBB) (arr. Perry)  - as sung by The Four Rascals,"TTBB, arranged by Lou Perry | as sung by THE FOUR RASCALS | Available in US, Canada, and Australia",Louis Perry,2,
211692,Little Patch of Heaven (SSAA) (arr. Dale),"SSAA, for female voices | Arranged by Aaron Dale (formerly #204552) | from Walt Disney's Home on the Range | Available in US and Canada",Aaron Dale,4,
211579,Little Patch of Heaven (TTBB) (arr. Dale),TTBB | Arranged by Aaron Dale (formerly #202934) | from Walt Disney's Home on the Range | Available in US and Canada,Aaron Dale,4,
211151,Little Saint Nick (SSAA) (arr. Nicholas) ,SSAA for high voices | Arranged by Jon Nicholas ,Jon Nicholas,2,
206245,Little Saint Nick (TTBB) (arr. Nicholas),TTBB for low voices | Arranged by Jon Nicholas   ,Jon Nicholas,2,
212418,Lonely Nights Medley (SSAA),,David Wright,3,
212417,Lonely Nights Medley (TTBB) (arr. Wright),,David Wright,3,
7555,Look Out World (TTBB) (arr. Knight),Arranged by: Melvin Knight,Melvin Knight,1,
7332,Looking at the World Through Rose Colored Glasses (TTBB) (arr. Brown),"TTBB, arranged by Sherry Brown | Available in US and Canada",Sherry Brown,2,
209555,Looks Like You Started Something (SSAA) (arr. Scott),Arranged by: Adam Scott,Adam Scott,4,
7329,"Lora-Belle Lee (aka ""Lorabelle Lee"") (TTBB) (arr. Briner)","TTBB, arr. Dave Briner | Available in US and Canada | Note: Sorry, Member Discounts not available for this arrangement",Dave Briner,4,TTBB
7368,Louise  (TTBB) (arr. Rubin),TTBB | Arranged by Dave Rubin and Don Gray | From the Paramount Picture INNOCENTS OF PARIS | Available in US and Canada,Dave Rubin,,
211580,Love Letters (TTBB) (arr. Delehanty),"TTBB | Arranged by Steve Delehanty (formerly #114210) | theme from the Paramount Picture Love Letters | Available worldwide (excluding Japan, South Korea, and Taiwan)",Stephen Delehanty,3,
8831,Love Letters (TTBB) (arr. Piercy),TTBB | Arranged by John Piercy | as sung by Dealer's Choice | Available in all territories (excluding Japan),John Piercy,3,
211693,Love Me (SSAA) (arr. Dale) ,"SSAA, for female voices | Arranged by Aaron Dale (formerly #114419) | as sung by OC Times",,4,
211542,Love Me (TTBB) (arr. Dale) ,TTBB | Arranged by Aaron Dale (formerly #114271) | as sung by OC Times ,Aaron Dale,4,
8047,Love Me And The World Is Mine (TTBB) ,"TTBB, arranged by the Barbershop Harmony Society",,3,
208719,Love Me and the World is Mine (TTBB) (arr. Payne),TTBB | Arranged by Roger Payne ,Roger Payne,3,
200740,Love Me and the World Is Mine (TTBB) (arr. Wright),TTBB | Arranged by David Wright ,David Wright,4,
211100,"Love Me or Leave Me (from ""Whoopee!"") (TTBB) (arr. McAlexander) ",TTBB | Arranged by Patrick McAlexander | as sung by Instant Classic | Available in US only ,Patrick McAlexander,5,
212271,Love Me Tender (SSAA) (arr. Wright),SSAA | Arranged by David Wright (formerly #113839) | for female voices | Available in US & Canada,David Wright,2,SSAA
212510,Love Me Tender (TTBB) (arr. Wright),TTBB | Arranged by David Wright (formerly #113838) | Available in US and Canada,David Wright,2,TTBB
204065,Love's Old Sweet Song (SSAA) (arr. Hicks),Arranged by: Val Hicks,Val Hicks,2,
8044,Love's Old Sweet Song (TTBB) (arr. Hicks),Arranged by: Val Hicks,Val Hicks,2,
212444,"Lover, Come Back to Me (SSAA) (arr. Waesche)","SSAA, for high voices | arranged by Ed Waesche | from the Broadway show The New Moon | as sung by Revival | Available in US and Canada",Ed Waesche,3,
212443,"Lover, Come Back to Me (TTBB) (arr. Waesche)","TTBB, for low voices | arranged by Ed Waesche | from the Broadway show The New Moon | as sung by Revival | Available in US and Canada",Ed Waesche,3,
208712,Lucky Day (TTBB) (arr. BHS) - US Only,"TTBB, for low voices | US Orders only.",TTBB Harmony Society,4,
202221,Lullaby In Ragtime (TTBB) (arr. Mitchell),"TTBB, arranged by Bill Mitchell   ",William Mitchell,2,
213464,"Lullabye (Goodnight, My Angel) (SATB) (arr. Young)","SATB, for mixed voices | Arranged by Kirk Young  ",Kirk Young,2,
211516,"Lullabye (Goodnight, My Angel) (SSAA) (arr. Young)",,Kirk Young,2,
211514,"Lullabye (Goodnight, My Angel) (TTBB) (arr. Young) ",,Kirk Young,2,
7312,Lulu's Back In Town (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche | from the Barbershop Songs For Men series | Available in  the U.S., Canada, and Australia  ",Ed Waesche,4,TTBB
202807,Ma! (She's Making Eyes at Me) (TTBB) (arr. Rector),TTBB | Arranged by Mo Rector | Available for all customers,Mo Rector,3,
7328,Ma! (TTBB) (arr. Taylor),Arranged by: Jeff Taylor,Jeff Taylor,4,
7705,Macnamara's Band (TTBB) (arr. BHS),"TTBB, arrangement by Barbershop Harmony Society | Thanks to the Society's Publication Volunteer Team for converting this arrangement from the octavo version",BHS,2,TTBB
212660,Magic in Harmony  Songbook,"TTBB | Arrangements by Wayne Grimmer, Theo Hicks, Mike Menefee, and Jon Nicholas | Available in US and Canada A Special Collection of Eight Modern Disney Favorites for Chorus or Quartet featuring: ""Almost There"" from Disney's THE PRINCESS AND THE FROG (arr. Nicholas) <br />""Go the Distance"" from Disney's HERCULES (arr. Menefee)<br />""In Summer"" from Disney's FROZEN (arr. Grimmer)<br />""I've Got a Dream"" from Disney's TANGLED (arr. Menefee) - for chorus & soloists<br />""Kiss the Girl"" from Disney's THE LITTLE MERMAID (arr. Hicks)<br />""Remember Me"" from Disney Pixar's COCO (arr. Nicholas)<br />""A Whole New World"" from Disney's ALADDIN (arr. Hicks) - 8-part M/W<br />""You're Welcome"" from Disney's MOANA (arr. Grimmer)",,,
212525,Make Someone Happy (TTBB) (arr. Waesche),TTBB | Arranged by Ed Waesche (formerly #111734) | Available in US and Canada,Ed Waesche,2,
202220,Mam'selle (TTBB) (arr. Sando),TTBB | Arranged by Tom Sando | Available in US & Canada  ,Tom Sando,2,
7109,Mandy (TTBB) (arr. Driscoll),Arranged by: Dennis Driscoll,Dennis Driscoll,2,
7116,Mandy Make Up Your Name (TTBB) (arr. Hicks),Bourne TTBB |Arranged by: Val Hicks,Val Hicks,2,
7156,Mandy N' Me (TTBB) (arr. Stevens),"Arranged by: Stevens, Dave",Dave Stevens,2,
7606,Marching Along Together (TTBB) (arr. Meyer),Arranged by: Robert Meyer,Robert Meyer,2,
7029,Margie (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,4,
206241,Mary Had a Baby (TTBB) (arr. Wright),TTBB arrangement by David Wright | From the Holiday Classics Series | Available for all customers  ,David Wright,1,
7250,"Mary, You're A Little Bit Old (TTBB) (arr. Foris)","Arranged by: Foris, Russ",Russ Foris,4,
8051,Mary's A Grand Old Name (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
214241,May Each Day (TTBB) (arr.  Gene Cokeroft),,Gene Cokeroft,1,
200292,May I Never Love Again (SSAA) (arr. Craig),SSAA | Arranged by Renee Craig | Available in US and Canada,Renee Craig,2,SSAA
200094,May I Never Love Again (TTBB) (arr. Craig),TTBB | Arranged by Renee Craig | Available in US and Canada ,Renee Craig,2,
7602,May You Always (TTBB) (arr. Lyne),Arranged by: Gregory Lyne,Gregory Lyne,2,
7211,Me and My Shadow (TTBB) (arr. Driscoll) ,Bourne Music Publication | Arranged by Dennis Driscoll ,Dennis Driscoll,2,
8139,Medley Of George M. Cohan Songs (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,3,
7133,Meet Me In Rosetime Rosie (TTBB) (arr. Lyne & Waesche),"TTBB, for low voices | arranged by Greg Lyne and Ed Waesche",Greg Lyne and Ed Waesche,2,
8080,"Meet Me In St. Louis, Louis (TTBB) (arr. Szabo)",Arranged by: Burt Szabo,Burt Szabo,2,
204505,Meet Me Tonight In Dreamland (TTBB) ,"TTBB, arr. Barbershop Harmony Society   | from the Barbershop Songs For Men Series | Formerly Catalog No. 2 ",SPEBSQSA,2,
214306,Meet Me Under the Mistletoe (TTBB) (arr. Anderson),"TTBB, for low voices | arranged by Scott Anderson | This original song by music educator Val Moore will get your audience tapping their feet - a fun holiday swing tune for your holiday show or general repertoire!  ",Scott Anderson,2,
7044,Memories -  (arr. SPEBSQSA),"TTBB, arranged in 1964 by the BHS Harmony Education Program (HEP) advanced arrangers class | Available in US",SPEBSQSA,2,
7339,Memories (TTBB) (arr. Hicks),"TTBB, arranged by Val Hicks | from the Barbershop Songs For Men series",Val Hicks,1,
212226,Memories of You (TTBB) (arr. King),TTBB | Arranged by Fred King (formerly #111804) | from The Benny Goodman Story | Available in US and Canada,Fred King,2,
7613,Memory Medley (TTBB) (arr. SPEBSQSA),Arranged by: Unknown,,3,
7400,Memphis Blues (TTBB) (arr. Briner),David Briner ,Dave Briner,4,
212512,"Merry Christmas, Darling (SSAA) (arr. Gentry)","SSAA, for female voices | Arranged by Tom Gentry (formerly #113513) | Available in US and Canada",Thomas Gentry,2,
212088,"Merry Christmas, Darling (TTBB) (arr. Gentry)",TTBB | Arranged by Tom Gentry (formerly #113512) | Available in US and Canada,Thomas Gentry,2,
7404,Mexicali Rose (TTBB) (arr. Gentry),"TTBB, arranged by Tom Gentry | Part of the Barbershop Classics series ",Tom Gentry,3,
212241,Michelle (TTBB) (arr. Delehanty),TTBB | Arranged by Steve Delehanty (formerly #206699) | Available Worldwide (excluding Japan),Stephen Delehanty,2,
211482,Midnight Rose (TTBB) (arr. Waesche) - Australia/Canada Orders only,"TTBB, arr. Ed Waesche | Available in Australia and Canada | US Orders see 7141 / 7141DL",,3,
7141,Midnight Rose (TTBB) (arr. Waesche) - US Orders only,"TTBB, arranged by Ed Waesche | from the Barbershop Songs For Men series | Available in US | Australia and Canada Orders, see 211482 / 211482DL",Ed Waesche,2,TTBB
7765,Mills Brothers Medley (TTBB) (arr. Waesche),"Five-song medley in TTBB voicing, arranged by Ed Waesche | Includes songs: OPUS 1, LAZY RIVER, CAB DRIVER, PAPER DOLL, and GLOW WORM | Part of the Showtunes Collection Series ",Ed Waesche,4,
7296,Minnie The Mermaid (TTBB) (arr. Driscoll),"TTBB, arranged by: Dennis Driscoll |Thanks to Society Volunteer Brian Ayers for converting this arrangement from its original octavo version!",Dennis Driscoll,4,
7628,Minstrel Medley (TTBB) (arr. Stevens),"Arranged by: Stevens, Dave",Dave Stevens,,
7636,Minstrel Montage (TTBB),Arranged by: BHS,,,
211597,Mission: Impossible Theme (SSAA) (arr. Tramack),"SSAA, for female voices | Arranged by Steve Tramack (formerly #205742) | from the Paramount Television Series MISSION: IMPOSSIBLE | Available Worldwide (excluding Japan, South Korea, and Taiwan)",Steve Tramack,4,
212404,Mission: Impossible Theme (TTBB) (arr. Tramack),"TTBB | Arranged by Steve Tramack (formerly #205730) | from the Paramount Television Series MISSION: IMPOSSIBLE | Available Worldwide (excluding Japan, South Korea, and Taiwan)",Steve Tramack,4,
204342,Mississippi Moon (TTBB) (arr. The Doctors of Harmony),Arranged by: The Doctors of Harmony,The Doctors of Harmony,,
211655,Mississippi Mud (TTBB) (arr. Rector),"TTBB | Arranged by Mo Rector (formerly #111833) | Available in US, Canada, Australia, and New Zealand",Mo Rector,1,
7219,Mistakes (TTBB) (arr. Keys),"TTBB, for male/low voices | Arranged by Roy Keys | from the Barbershop Songs For Men series | Available in US and Canada",Roy Keys,1,TTBB
212124,Mister Sandman (TTBB) (arr. Hulst),TTBB | Arranged by George Hulst (formerly #111880) | Print version | Available in US and Canada,George Hulst,1,
212227,Mobile with Down Mobile (TTBB) (arr. Wright),"TTBB | Arranged by David Wright (formerly #202991) | as sung by Crossroads | Available in US and Canada | Two-song medley arrangement, containing songs ""Mobile"" (Robert Wells/David Holt) and ""Down Mobile"" (Charles Noel Douglas/Robert A. Keiser).",David Wright,5,
7648,Moments to Remember (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche | From the Barbershop Show Tunes Series | Available in US and Canada",Ed Waesche,2,TTBB
209100,Mona Lisa (TTBB) (arr. Volk),TTBB arrangement by Greg Volk | as sung by KEEPSAKE QUARTET,,1,
212112,Mood Indigo (TTBB) - arr. Steve Jamison,"TTBB, arranged by Steve Jamison | Available in US and Canada",,,
214031,Moonlight Bay (TTBB) (arr. BHS),TTBB | Arranged by Barbershop Harmony Society | Available in US only,Barbershop Harmony Society,1,TTBB
211606,Moonlight Becomes You (TTBB) (arr. Waesche),"TTBB | Arranged by Ed Waesche (formerly #111866) | from the Paramount Picture Road to Morocco | Available Worldwide (excluding Japan, South Korea, and Taiwan)",Ed Waesche,1,
214277,More Music (SSAA) (arr. Larry Triplett),"SSAA, arranged by Larry Triplett | as sung by Here Comes Treble! Chorus   <div style=""font-size: 10px; color: #cccccc; line-break: anywhere; word-break: normal; overflow: hidden; white-space: nowrap; text-overflow: ellipsis; font-family: Interstate,Lucida Grande,Lucida Sans Unicode,Lucida Sans,Garuda,Verdana,Tahoma,sans-serif; font-weight: 100;"">",Larry Triplett,2,
7128,Mother (TTBB) (arr. Steinkamp),Arranged by: Lloyd Steinkamp,Lloyd Steinkamp,2,
208854,Mother Knows Best (SSAA) (arr. Scott),Arranged by: Adam Scott | Available in US and Canada,Adam Scott,3,
8092,Mother Machree (TTBB) (arr. Gentry),Arranged by: Thomas Gentry,Thomas Gentry,1,
7213,Mother of Mine (I Still Have You) (TTBB) (arr. Key & Szabo),Bourne Music Publication | TTBB Arranged by: Roy Keys and Burt Szabo Words By: Grant Clarke Music By: Al Jolson and Louis Silvers,Roy Keys,2,
7767,Music Man Medley 1 (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche | Available in the U.S. and Canada ",Ed Waesche,2,TTBB
7362,Muskrat Ramble (TTBB) (arr. Rex Reeve/BHS) ,TTBB for low/male voices | Arranged by Rex Reeve and Barbershop Harmony Society | Part of the Barbershop Classics Series | Available in US and Canada,Rex Reeve,,TTBB
7196,My Buddy (TTBB) (arr. Szabo),Arranged by: Burt Szabo,Burt Szabo,2,
206413,My Cup Runneth Over (TTBB) (arr. Fullmer),"also known as ""My Cup Runneth Over With Love"" | TTBB, arranged by Ardeth Fullmer | As sung by The Most Happy Fellows | from the Gold Medal Series | Available in US, Canada, and Australia",Ardeth Fullmer,2,
7274,My Cutey's Due at Two To Two To-day (TTBB) (arr. Hopkins),"TTBB, arranged by Rob Hopkins | Thanks to Society volunteer Mike Rosen for converting this arrangement from the original octavo version!",Rob Hopkins,2,
7563,"My Father, My Friend, My Dad (TTBB) (arr. Moon)","TTBB, arranged by Earl Moon | Available for all territories",Earl Moon,2,
212513,My Favorite Things (SSAA) (arr. Briner),"SSAA, for female voices | Arranged by Dave Briner (formerly #201445) | from the musical The Sound of Music | Available Worldwide",Dave Briner,1,
212048,My Favorite Things (TTBB) (arr. Briner),TTBB | Arranged by Dave Briner (formerly #113688) | from the musical The Sound of Music | Available Worldwide,Dave Briner,1,
212143,My Foolish Heart (TTBB) (arr. Hopkins),TTBB | Arranged by Rob Hopkins (formerly #113861) | from My Foolish Heart | Available in US and Canada,Rob Hopkins,3,TTBB
7251,My Fraternity Pin (TTBB) (arr. Gentry & Campbell),"TTBB, arranged by Tom Gentry and Rob Campbell",Thomas Gentry,2,
213539,My Girl (SATB) (arr. Campbell),"SATB, for mixed vocies | Arranged by Rob Campbell | Available in US and Canada ",Rob Campbell,2,SATB
209215,My Girl (TTBB) (arr. Campbell),"TTBB | Arranged by Rob Campbell | Print version | Available in US and Canada | This Rob Campbell arrangement of the classic Motown song was arranged for the Musical Island Boys. Channeling the Temptations, enjoy this classic chart. <br class=""Apple-interchange-newline"" />",Rob Campbell,2,TTBB
7148,My Heart Is Aching for You (TTBB) (arr. Liles),"Bourne Music Publication | TTBB, arranged by Joe Liles",,,
7273,My Honey's Lovin' Arms (TTBB) (arr. Driscoll),Arranged by: Dennis Driscoll,Dennis Driscoll,4,
203130,My Honey's Lovin' Arms (TTBB) (arr. Gray),Don Gray ,Don Gray,2,
213140,My Little Buttercup (SATB) (arr. Wessler),"SATB, for mixed voices | Arrangement by Dan Wessler | Available in US and Canada ",Dan Wessler,2,SATB
213138,My Little Buttercup (SSAA) (arr. Wessler),"SSAA, for female voices | Arrangement by Dan Wessler | Available in US and Canada ",Dan Wessler,3,SSAA
213136,My Little Buttercup (TTBB) (arr. Wessler),TTBB | Arrangement by Dan Wessler | from the motion picture ,Dan Wessler,3,TTBB
213951,My Lord and I (TTBB) (arr. Keller),TTBB | Arranged by Kevin Keller | Available in all territories   ,Kevin Keller,2,TTBB
7056,My Melancholy Baby (TTBB) (arr. Waesche),"TTBB, arranged by Ed Waesche  | Available for all territories",Ed Waesche,2,
11684,My Mother's Rosary (TTBB),Arranged by: Unknown,,,
211675,My Romance (SSAA) (arr. Szabo),"SSAA, for high voices | Arranged by Burt Szabo | Available in US and Canada",Burt Szabo,2,
210613,My Romance (TTBB) (arr. Szabo),"TTBB, for low voices | Arranged by Burt Szabo | Available in US and Canada ",Burt Szabo,2,
1194,"My Sally, Just the Same (TTBB) (arr. BHS)","TTBB, for low voices | adapted from the Barbershop Songs for Men series (No. 194) | Available in US Thanks to Society Volunteer Mike Rosen for converting this arrangement from the original octavo version!",Barbershop Harmony Society,1,
204345,My Story Book Girl (TTBB) (arr. Means),"Arranged by: Means, J. Z.",J. Z. Means,,
204346,My Sweetie In Tahiti (TTBB) (arr. Diekema),"Arranged by: Diekema, Bill",Bill Diekema,,
7290,My Wife Is On A Diet (TTBB) (arr. Gentry),"TTBB, arranged by Tom Gentry | from the Barbershop Songs for Men Series | Available in US and Canada",Thomas Gentry,4,
8618,My Wild Irish Rose (TTBB) (arr. BHS),Arranged by: BHS,BHS,1,
